pokemon,normalized_name,image_path_or_url,source
Roserade,roserade,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,df_pokemon.image_url
Cranidos,cranidos,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,df_pokemon.image_url
Rampardos,rampardos,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,df_pokemon.image_url
Shieldon,shieldon,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,df_pokemon.image_url
Bastiodon,bastiodon,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,df_pokemon.image_url
Burmy Plant Cloak,burmy plant cloak,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,df_pokemon.image_url
Burmy Sandy Cloak,burmy sandy cloak,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,df_pokemon.image_url
Burmy Trash Cloak,burmy trash cloak,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,df_pokemon.image_url
Wormadam Plant Cloak,wormadam plant cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,df_pokemon.image_url
Wormadam Sandy Cloak,wormadam sandy cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,df_pokemon.image_url
Wormadam Trash Cloak,wormadam trash cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,df_pokemon.image_url
Mothim,mothim,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,df_pokemon.image_url
Combee,combee,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,df_pokemon.image_url
Vespiquen,vespiquen,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,df_pokemon.image_url
Pachirisu,pachirisu,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,df_pokemon.image_url
Buizel,buizel,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,df_pokemon.image_url
Floatzel,floatzel,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,df_pokemon.image_url
Cherubi,cherubi,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,df_pokemon.image_url
Cherrim,cherrim,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,df_pokemon.image_url
Shellos,shellos,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,df_pokemon.image_url
Gastrodon,gastrodon,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,df_pokemon.image_url
Ambipom,ambipom,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,df_pokemon.image_url
Drifloon,drifloon,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,df_pokemon.image_url
Drifblim,drifblim,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,df_pokemon.image_url
Buneary,buneary,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,df_pokemon.image_url
Mega Lopunny,mega lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,df_pokemon.image_url
Lopunny,lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,df_pokemon.image_url
Mismagius,mismagius,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,df_pokemon.image_url
Honchkrow,honchkrow,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,df_pokemon.image_url
Glameow,glameow,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,df_pokemon.image_url
Purugly,purugly,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,df_pokemon.image_url
Chingling,chingling,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,df_pokemon.image_url
Stunky,stunky,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,df_pokemon.image_url
Skuntank,skuntank,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,df_pokemon.image_url
Bronzor,bronzor,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,df_pokemon.image_url
Bronzong,bronzong,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,df_pokemon.image_url
Bonsly,bonsly,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,df_pokemon.image_url
Mime Jr.,mime jr,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,df_pokemon.image_url
Happiny,happiny,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,df_pokemon.image_url
Chatot,chatot,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,df_pokemon.image_url
Spiritomb,spiritomb,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,df_pokemon.image_url
Gible,gible,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,df_pokemon.image_url
Gabite,gabite,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,df_pokemon.image_url
Garchomp,garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,df_pokemon.image_url
Mega Garchomp,mega garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,df_pokemon.image_url
Munchlax,munchlax,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,df_pokemon.image_url
Riolu,riolu,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,df_pokemon.image_url
Mega Lucario,mega lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,df_pokemon.image_url
Lucario,lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,df_pokemon.image_url
Hippopotas,hippopotas,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,df_pokemon.image_url
Hippowdon,hippowdon,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,df_pokemon.image_url
Skorupi,skorupi,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,df_pokemon.image_url
Drapion,drapion,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,df_pokemon.image_url
Croagunk,croagunk,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,df_pokemon.image_url
Toxicroak,toxicroak,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,df_pokemon.image_url
Carnivine,carnivine,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,df_pokemon.image_url
Finneon,finneon,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,df_pokemon.image_url
Lumineon,lumineon,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,df_pokemon.image_url
Mantyke,mantyke,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,df_pokemon.image_url
Snover,snover,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,df_pokemon.image_url
Abomasnow,abomasnow,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,df_pokemon.image_url
Mega Abomasnow,mega abomasnow,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,df_pokemon.image_url
Weavile,weavile,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,df_pokemon.image_url
Magnezone,magnezone,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,df_pokemon.image_url
Lickilicky,lickilicky,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,df_pokemon.image_url
Rhyperior,rhyperior,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,df_pokemon.image_url
Tangrowth,tangrowth,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,df_pokemon.image_url
Electivire,electivire,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,df_pokemon.image_url
Magmortar,magmortar,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,df_pokemon.image_url
Togekiss,togekiss,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,df_pokemon.image_url
Yanmega,yanmega,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,df_pokemon.image_url
Leafeon,leafeon,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,df_pokemon.image_url
Glaceon,glaceon,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,df_pokemon.image_url
Gliscor,gliscor,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,df_pokemon.image_url
Mamoswine,mamoswine,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,df_pokemon.image_url
Porygon-Z,porygon z,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,df_pokemon.image_url
Gallade,gallade,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,df_pokemon.image_url
Mega Gallade,mega gallade,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,df_pokemon.image_url
Probopass,probopass,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,df_pokemon.image_url
Dusknoir,dusknoir,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,df_pokemon.image_url
Froslass,froslass,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,df_pokemon.image_url
Fan Rotom,fan rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,df_pokemon.image_url
Frost Rotom,frost rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,df_pokemon.image_url
Wash Rotom,wash rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,df_pokemon.image_url
Heat Rotom,heat rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,df_pokemon.image_url
Rotom,rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,df_pokemon.image_url
Mow Rotom,mow rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,df_pokemon.image_url
Uxie,uxie,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,df_pokemon.image_url
Mesprit,mesprit,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,df_pokemon.image_url
Azelf,azelf,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,df_pokemon.image_url
Dialga,dialga,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,df_pokemon.image_url
Dialga Origin Forme,dialga origin forme,https://img.pokemondb.net/s.png,df_pokemon.image_url
Palkia Origin Forme,palkia origin forme,https://img.pokemondb.net/s.png,df_pokemon.image_url
Palkia,palkia,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,df_pokemon.image_url
Heatran,heatran,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,df_pokemon.image_url
Regigigas,regigigas,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,df_pokemon.image_url
Giratina Origin Forme,giratina origin forme,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,df_pokemon.image_url
Giratina Altered Forme,giratina altered forme,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,df_pokemon.image_url
Cresselia,cresselia,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,df_pokemon.image_url
Phione,phione,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,df_pokemon.image_url
Manaphy,manaphy,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,df_pokemon.image_url
Darkrai,darkrai,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,df_pokemon.image_url
Shaymin Land Forme,shaymin land forme,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,df_pokemon.image_url
Shaymin Sky Forme,shaymin sky forme,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,df_pokemon.image_url
Arceus,arceus,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,df_pokemon.image_url
Victini,victini,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,df_pokemon.image_url
Snivy,snivy,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,df_pokemon.image_url
Servine,servine,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,df_pokemon.image_url
Serperior,serperior,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,df_pokemon.image_url
Tepig,tepig,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,df_pokemon.image_url
Pignite,pignite,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,df_pokemon.image_url
Emboar,emboar,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,df_pokemon.image_url
Oshawott,oshawott,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,df_pokemon.image_url
Dewott,dewott,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,df_pokemon.image_url
Samurott,samurott,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,df_pokemon.image_url
Hisuian Samurott,hisuian samurott,https://img.pokemondb.net/s.png,df_pokemon.image_url
Patrat,patrat,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,df_pokemon.image_url
Watchog,watchog,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,df_pokemon.image_url
Lillipup,lillipup,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,df_pokemon.image_url
Herdier,herdier,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,df_pokemon.image_url
Stoutland,stoutland,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,df_pokemon.image_url
Purrloin,purrloin,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,df_pokemon.image_url
Liepard,liepard,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,df_pokemon.image_url
Pansage,pansage,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,df_pokemon.image_url
Simisage,simisage,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,df_pokemon.image_url
Pansear,pansear,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,df_pokemon.image_url
Simisear,simisear,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,df_pokemon.image_url
Panpour,panpour,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,df_pokemon.image_url
Simipour,simipour,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,df_pokemon.image_url
Munna,munna,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,df_pokemon.image_url
Musharna,musharna,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,df_pokemon.image_url
Pidove,pidove,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,df_pokemon.image_url
Tranquill,tranquill,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,df_pokemon.image_url
Unfezant,unfezant,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,df_pokemon.image_url
Blitzle,blitzle,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,df_pokemon.image_url
Zebstrika,zebstrika,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,df_pokemon.image_url
Roggenrola,roggenrola,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,df_pokemon.image_url
Boldore,boldore,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,df_pokemon.image_url
Gigalith,gigalith,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,df_pokemon.image_url
Woobat,woobat,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,df_pokemon.image_url
Swoobat,swoobat,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,df_pokemon.image_url
Drilbur,drilbur,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,df_pokemon.image_url
Excadrill,excadrill,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,df_pokemon.image_url
Mega Audino,mega audino,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,df_pokemon.image_url
Audino,audino,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,df_pokemon.image_url
Timburr,timburr,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,df_pokemon.image_url
Gurdurr,gurdurr,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,df_pokemon.image_url
Conkeldurr,conkeldurr,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,df_pokemon.image_url
Tympole,tympole,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,df_pokemon.image_url
Palpitoad,palpitoad,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,df_pokemon.image_url
Seismitoad,seismitoad,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,df_pokemon.image_url
Throh,throh,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,df_pokemon.image_url
Sawk,sawk,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,df_pokemon.image_url
Sewaddle,sewaddle,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,df_pokemon.image_url
Swadloon,swadloon,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,df_pokemon.image_url
Leavanny,leavanny,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,df_pokemon.image_url
Venipede,venipede,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,df_pokemon.image_url
Whirlipede,whirlipede,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,df_pokemon.image_url
Scolipede,scolipede,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,df_pokemon.image_url
Cottonee,cottonee,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,df_pokemon.image_url
Whimsicott,whimsicott,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,df_pokemon.image_url
Petilil,petilil,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,df_pokemon.image_url
Hisuian Lilligant,hisuian lilligant,https://img.pokemondb.net/s.png,df_pokemon.image_url
Lilligant,lilligant,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,df_pokemon.image_url
Basculin White-Striped Form,basculin white striped form,https://img.pokemondb.net/s.png,df_pokemon.image_url
Basculin Blue-Striped Form,basculin blue striped form,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,df_pokemon.image_url
Basculin Red-Striped Form,basculin red striped form,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,df_pokemon.image_url
Sandile,sandile,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,df_pokemon.image_url
Krokorok,krokorok,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,df_pokemon.image_url
Krookodile,krookodile,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,df_pokemon.image_url
Galarian Darumaka,galarian darumaka,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,df_pokemon.image_url
Darumaka,darumaka,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,df_pokemon.image_url
Darmanitan Standard Mode,darmanitan standard mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,df_pokemon.image_url
Darmanitan Galarian Zen Mode,darmanitan galarian zen mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,df_pokemon.image_url
Darmanitan Galarian Standard Mode,darmanitan galarian standard mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,df_pokemon.image_url
Darmanitan Zen Mode,darmanitan zen mode,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,df_pokemon.image_url
Maractus,maractus,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,df_pokemon.image_url
Dwebble,dwebble,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,df_pokemon.image_url
Crustle,crustle,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,df_pokemon.image_url
Scraggy,scraggy,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,df_pokemon.image_url
Scrafty,scrafty,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,df_pokemon.image_url
Sigilyph,sigilyph,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,df_pokemon.image_url
Galarian Yamask,galarian yamask,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,df_pokemon.image_url
Yamask,yamask,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,df_pokemon.image_url
Cofagrigus,cofagrigus,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,df_pokemon.image_url
Tirtouga,tirtouga,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,df_pokemon.image_url
Carracosta,carracosta,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,df_pokemon.image_url
Archen,archen,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,df_pokemon.image_url
Archeops,archeops,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,df_pokemon.image_url
Trubbish,trubbish,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,df_pokemon.image_url
Garbodor Gigantamax,garbodor gigantamax,https://archives.bulbagarden.net/media/upload/f/ff/569GiMS8.png,df_pokemon.image_url
Garbodor,garbodor,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,df_pokemon.image_url
Zorua,zorua,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,df_pokemon.image_url
Hisuian Zorua,hisuian zorua,https://img.pokemondb.net/s.png,df_pokemon.image_url
Zoroark,zoroark,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,df_pokemon.image_url
Hisuian Zoroark,hisuian zoroark,https://img.pokemondb.net/s.png,df_pokemon.image_url
Minccino,minccino,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,df_pokemon.image_url
Cinccino,cinccino,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,df_pokemon.image_url
Gothita,gothita,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,df_pokemon.image_url
Gothorita,gothorita,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,df_pokemon.image_url
Gothitelle,gothitelle,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,df_pokemon.image_url
Solosis,solosis,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,df_pokemon.image_url
Duosion,duosion,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,df_pokemon.image_url
Reuniclus,reuniclus,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,df_pokemon.image_url
Ducklett,ducklett,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,df_pokemon.image_url
Swanna,swanna,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,df_pokemon.image_url
Vanillite,vanillite,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,df_pokemon.image_url
Vanillish,vanillish,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,df_pokemon.image_url
Vanilluxe,vanilluxe,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,df_pokemon.image_url
Deerling,deerling,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,df_pokemon.image_url
Sawsbuck,sawsbuck,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,df_pokemon.image_url
Emolga,emolga,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,df_pokemon.image_url
Karrablast,karrablast,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,df_pokemon.image_url
Escavalier,escavalier,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,df_pokemon.image_url
Foongus,foongus,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,df_pokemon.image_url
Amoonguss,amoonguss,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,df_pokemon.image_url
Frillish,frillish,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,df_pokemon.image_url
Jellicent,jellicent,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,df_pokemon.image_url
Alomomola,alomomola,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,df_pokemon.image_url
Joltik,joltik,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,df_pokemon.image_url
Galvantula,galvantula,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,df_pokemon.image_url
Ferroseed,ferroseed,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,df_pokemon.image_url
Ferrothorn,ferrothorn,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,df_pokemon.image_url
Klink,klink,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,df_pokemon.image_url
Klang,klang,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,df_pokemon.image_url
Klinklang,klinklang,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,df_pokemon.image_url
Tynamo,tynamo,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,df_pokemon.image_url
Eelektrik,eelektrik,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,df_pokemon.image_url
Eelektross,eelektross,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,df_pokemon.image_url
Elgyem,elgyem,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,df_pokemon.image_url
Beheeyem,beheeyem,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,df_pokemon.image_url
Litwick,litwick,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,df_pokemon.image_url
Lampent,lampent,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,df_pokemon.image_url
Chandelure,chandelure,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,df_pokemon.image_url
Axew,axew,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,df_pokemon.image_url
Fraxure,fraxure,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,df_pokemon.image_url
Haxorus,haxorus,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,df_pokemon.image_url
Cubchoo,cubchoo,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,df_pokemon.image_url
Beartic,beartic,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,df_pokemon.image_url
Cryogonal,cryogonal,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,df_pokemon.image_url
Shelmet,shelmet,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,df_pokemon.image_url
Accelgor,accelgor,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,df_pokemon.image_url
Stunfisk,stunfisk,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,df_pokemon.image_url
Galarian Stunfisk,galarian stunfisk,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,df_pokemon.image_url
Mienfoo,mienfoo,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,df_pokemon.image_url
Mienshao,mienshao,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,df_pokemon.image_url
Druddigon,druddigon,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,df_pokemon.image_url
Golett,golett,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,df_pokemon.image_url
Golurk,golurk,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,df_pokemon.image_url
Pawniard,pawniard,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,df_pokemon.image_url
Bisharp,bisharp,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,df_pokemon.image_url
Bouffalant,bouffalant,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,df_pokemon.image_url
Rufflet,rufflet,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,df_pokemon.image_url
Hisuian Braviary,hisuian braviary,https://img.pokemondb.net/s.png,df_pokemon.image_url
Braviary,braviary,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,df_pokemon.image_url
Vullaby,vullaby,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,df_pokemon.image_url
