source,target,co_usage_percent,source_usage_percent,target_usage_percent
Bisharp,Zacian Crowned Sword,38.218,0.0,65.0
Venusaur,Zacian Crowned Sword,38.214,7.0,65.0
Barraskewda,Kartana,38.175,1.0,7.0
Falinks,Indeedee Female,38.172,,18.0
Salazzle,Duraludon,38.134,,0.0
Terrakion,Calyrex Shadow Rider,38.115,0.0,22.0
Crobat,Rillaboom,38.114,0.0,27.0
Dragonite,Kyogre,38.102,0.0,35.0
Kommo-o,Incineroar,38.081,0.0,59.0
Cofagrigus,Zoroark,38.077,,
Crobat,Sableye,38.044,0.0,2.0
Politoed,Incineroar,38.013,0.0,59.0
Whimsicott,Calyrex Shadow Rider,38.013,17.0,22.0
Sylveon,Whimsicott,37.984,,17.0
Politoed,Barraskewda,37.941,0.0,1.0
Landorus Therian Forme,Incineroar,37.907,20.0,59.0
Whimsicott,Regieleki,37.898,17.0,29.0
Kartana,Incineroar,37.885,7.0,59.0
Dusk Mane Necrozma,Kyogre,37.885,0.0,35.0
Oranguru,Kyogre,37.864,0.0,35.0
Slurpuff,Rillaboom,37.859,,27.0
Lugia,Grimmsnarl,37.848,0.0,30.0
Centiskorch,Groudon,37.774,0.0,23.0
Kyogre,Incineroar,37.766,35.0,59.0
Raichu,Incineroar,37.691,3.0,59.0
Cradily,Lapras,37.645,0.0,1.0
Excadrill,Yveltal,37.623,0.0,11.0
Thundurus Incarnate Forme,Calyrex Shadow Rider,37.556,21.0,22.0
Copperajah,Dusclops,37.538,,4.0
Emolga,Arcanine,37.506,,0.0
Durant,Indeedee Female,37.469,0.0,18.0
Galarian Corsola,Whimsicott,37.466,,17.0
Thundurus Therian Forme,Whimsicott,37.462,0.0,17.0
Glaceon,Groudon,37.459,0.0,23.0
Emolga,Cinderace,37.451,,1.0
Glaceon,Palkia,37.45,0.0,9.0
Umbreon,Whimsicott,37.438,1.0,17.0
Gothitelle,Ferrothorn,37.437,2.0,5.0
Weezing,Regigigas,37.434,2.0,1.0
Tapu Koko,Groudon,37.428,0.0,23.0
Zekrom,Grimmsnarl,37.419,0.0,30.0
Snorlax,Incineroar,37.412,0.0,59.0
Emolga,Urshifu Single Strike Style,37.403,,4.0
Polteageist,Togekiss,37.393,,1.0
Oranguru,Dialga,37.374,0.0,4.0
Sylveon,Incineroar,37.362,,59.0
Raikou,Whimsicott,37.316,0.0,17.0
Centiskorch,Yveltal,37.259,0.0,11.0
Spectrier,Gastrodon,37.251,1.0,20.0
Darmanitan Standard Mode,Ferrothorn,37.244,0.0,5.0
Inteleon,Zapdos,37.238,0.0,8.0
Darmanitan Standard Mode,Palkia,37.231,0.0,9.0
Darmanitan Standard Mode,Garbodor,37.231,0.0,0.0
Darmanitan Standard Mode,Calyrex Shadow Rider,37.231,0.0,22.0
Sharpedo,Amoonguss,37.21,,18.0
Vikavolt,Dusk Mane Necrozma,37.198,0.0,0.0
Emolga,Primarina,37.197,,0.0
Liepard,Dialga,37.175,0.0,4.0
Sharpedo,Alolan Marowak,37.153,,0.0
Spectrier,Groudon,37.132,1.0,23.0
Spectrier,Charizard,37.121,1.0,19.0
Starmie,Incineroar,37.114,,59.0
Tapu Koko,Gastrodon,37.071,0.0,20.0
Grapploct,Gothitelle,37.046,,2.0
Grapploct,Sandaconda,37.016,,
Espeon,Palkia,36.977,0.0,9.0
Grapploct,Gengar,36.953,,0.0
Corviknight,Alolan Ninetales,36.95,0.0,0.0
Corviknight,Haxorus,36.944,0.0,
Corviknight,Aegislash Shield Forme,36.944,0.0,0.0
Alolan Sandslash,Incineroar,36.944,,59.0
Stakataka,Calyrex Ice Rider,36.916,0.0,11.0
Dragalge,Indeedee Female,36.895,,18.0
Cursola,Indeedee Female,36.847,,18.0
Grapploct,Centiskorch,36.835,,0.0
Silvally,Regieleki,36.82,0.0,29.0
Urshifu Rapid Strike Style,Regieleki,36.819,2.0,29.0
Zoroark,Amoonguss,36.796,,18.0
Lickilicky,Togekiss,36.766,,1.0
Malamar,Charizard,36.755,,19.0
Indeedee Female,Whimsicott,36.74,18.0,17.0
Magneton,Togekiss,36.709,,1.0
Mudsdale,Grimmsnarl,36.666,0.0,30.0
Galarian Articuno,Dialga,36.643,0.0,4.0
Togekiss,Dialga,36.613,1.0,4.0
Claydol,Noctowl,36.602,,
Lunala,Amoonguss,36.602,2.0,18.0
Scolipede,Arcanine,36.566,,0.0
Appletun,Zacian Crowned Sword,36.547,0.0,65.0
Pikachu,Reshiram,36.528,0.0,1.0
Aegislash Shield Forme,Incineroar,36.502,0.0,59.0
Chansey,Dialga,36.501,0.0,4.0
Jellicent,Incineroar,36.478,0.0,59.0
Porygon-Z,Incineroar,36.46,0.0,59.0
Klefki,Charizard,36.443,0.0,19.0
Calyrex Shadow Rider,Rillaboom,36.442,22.0,27.0
Alolan Marowak,Indeedee Female,36.441,0.0,18.0
Silvally,Torkoal,36.428,0.0,3.0
Tyranitar,Zacian Crowned Sword,36.372,0.0,65.0
Weezing,Calyrex Shadow Rider,36.336,2.0,22.0
Spectrier,Solgaleo,36.327,1.0,4.0
Silvally,Calyrex Ice Rider,36.306,0.0,11.0
Froslass,Zacian Crowned Sword,36.304,0.0,65.0
Glaceon,Umbreon,36.281,0.0,1.0
Drampa,Palkia,36.255,0.0,9.0
Butterfree,Rillaboom,36.231,0.0,27.0
Vikavolt,Groudon,36.211,0.0,23.0
Calyrex Ice Rider,Regieleki,36.174,11.0,29.0
Golisopod,Galarian Weezing,36.122,,0.0
Vileplume,Silvally,36.101,,0.0
Grimmsnarl,Charizard,36.087,30.0,19.0
Thundurus Therian Forme,Incineroar,36.068,0.0,59.0
Solgaleo,Grimmsnarl,36.029,4.0,30.0
Froslass,Calyrex Shadow Rider,36.029,0.0,22.0
Dhelmise,Kingdra,36.024,,3.0
Terrakion,Groudon,35.985,0.0,23.0
Pheromosa,Kyogre,35.977,1.0,35.0
Shiinotic,Incineroar,35.976,,59.0
Alolan Marowak,Calyrex Ice Rider,35.976,0.0,11.0
Snorlax,Zacian Crowned Sword,35.93,0.0,65.0
Togekiss,Regieleki,35.897,1.0,29.0
Jellicent,Zacian Crowned Sword,35.825,0.0,65.0
Amoonguss,Regieleki,35.762,18.0,29.0
Scolipede,Porygon2,35.711,,9.0
Jolteon,Incineroar,35.684,,59.0
Escavalier,Amoonguss,35.613,0.0,18.0
Galarian Moltres,Regieleki,35.612,0.0,29.0
Magneton,Urshifu Rapid Strike Style,35.596,,2.0
Gallade,Comfey,35.59,,1.0
Aegislash Shield Forme,Indeedee Female,35.57,0.0,18.0
Froslass,Zapdos,35.551,0.0,8.0
Froslass,Dialga,35.551,0.0,4.0
Magneton,Dragapult,35.537,,1.0
Magneton,Coalossal,35.536,,1.0
Malamar,Clefairy,35.529,,0.0
Lopunny,Milotic,35.516,,0.0
Lycanroc Dusk Form,Venusaur,35.501,,7.0
Exploud,Riolu,35.432,,0.0
Mow Rotom,Kyogre,35.422,0.0,35.0
Dragalge,Dusclops,35.4,,4.0
Froslass,Regieleki,35.394,0.0,29.0
Calyrex Shadow Rider,Thundurus Incarnate Forme,35.361,22.0,21.0
Salamence,Ferrothorn,35.327,0.0,5.0
Metagross,Incineroar,35.312,1.0,59.0
Nihilego,Grimmsnarl,35.287,0.0,30.0
Shiinotic,Cinderace,35.203,,1.0
Beheeyem,Corviknight,35.164,,0.0
Beheeyem,Cinderace,35.158,,1.0
Beheeyem,Darmanitan Galarian Standard Mode,35.157,,0.0
Vikavolt,Volcarona,35.146,0.0,0.0
Escavalier,Palkia,35.143,0.0,9.0
Zoroark,Hatterene,35.102,,0.0
Hippowdon,Rillaboom,35.095,,27.0
Vikavolt,Reshiram,35.085,0.0,1.0
Stoutland,Incineroar,35.083,,59.0
Dragapult,Kyogre,35.079,1.0,35.0
Regigigas,Regieleki,35.065,1.0,29.0
Stakataka,Indeedee Female,35.053,0.0,18.0
Urshifu Single Strike Style,Zacian Crowned Sword,35.025,4.0,65.0
Togekiss,Rillaboom,34.99,1.0,27.0
Ribombee,Snorlax,34.984,,0.0
Black Kyurem,Kyogre,34.978,0.0,35.0
Alolan Exeggutor,Zapdos,34.953,0.0,8.0
Heracross,Togekiss,34.946,,1.0
Aromatisse,Gigalith,34.89,,0.0
Porygon2,Kyogre,34.875,9.0,35.0
Vikavolt,White Kyurem,34.871,0.0,2.0
Roserade,Conkeldurr,34.823,,0.0
Ditto,Calyrex Shadow Rider,34.781,5.0,22.0
Scolipede,Exeggutor,34.761,,0.0
Scolipede,Azumarill,34.733,,0.0
Tapu Koko,Venusaur,34.727,0.0,7.0
Scyther,Whimsicott,34.717,,17.0
Gyarados,Rillaboom,34.633,0.0,27.0
Emolga,Tyranitar,34.548,,0.0
Malamar,Indeedee Female,34.532,,18.0
Clawitzer,Porygon2,34.482,,9.0
Landorus Therian Forme,Regieleki,34.477,20.0,29.0
Pincurchin,Amoonguss,34.459,0.0,18.0
Rillaboom,Grimmsnarl,34.45,27.0,30.0
Dhelmise,Porygon2,34.424,,9.0
Froslass,Landorus Therian Forme,34.365,0.0,20.0
Milotic,Zacian Crowned Sword,34.365,0.0,65.0
Maractus,Excadrill,34.36,,0.0
Lycanroc Dusk Form,Torkoal,34.196,,3.0
Escavalier,Calyrex Ice Rider,34.175,0.0,11.0
Alolan Ninetales,Incineroar,34.15,0.0,59.0
Stakataka,Palkia,34.144,0.0,9.0
Liepard,Palkia,34.073,0.0,9.0
Shiinotic,Duraludon,34.072,,0.0
Entei,Gothitelle,34.043,2.0,2.0
Hydreigon,Regieleki,34.018,0.0,29.0
Hydreigon,Indeedee Female,33.99,0.0,18.0
Pincurchin,Liepard,33.918,0.0,0.0
Mimikyu,Amoonguss,33.916,2.0,18.0
Diggersby,Eternatus,33.87,0.0,1.0
Diggersby,Boltund,33.87,0.0,0.0
Perrserker,Indeedee Female,33.843,,18.0
Gardevoir,Tauros,33.829,,0.0
Beheeyem,Inteleon,33.822,,0.0
Galarian Articuno,Urshifu Rapid Strike Style,33.814,0.0,2.0
Pheromosa,Whimsicott,33.808,1.0,17.0
Amoonguss,Palkia,33.807,18.0,9.0
Beheeyem,Oranguru,33.753,,0.0
Goodra,Groudon,33.714,0.0,23.0
Mandibuzz,Rillaboom,33.684,0.0,27.0
Clefairy,Palkia,33.672,0.0,9.0
Dhelmise,Politoed,33.637,,0.0
Dedenne,Tsareena,33.621,,0.0
Shiinotic,Sylveon,33.615,,
Mienshao,Indeedee Female,33.597,0.0,18.0
Conkeldurr,Yveltal,33.596,0.0,11.0
Ludicolo,Zacian Crowned Sword,33.582,0.0,65.0
Xerneas,Rillaboom,33.574,4.0,27.0
Escavalier,Dusclops,33.559,0.0,4.0
Gyarados,Porygon2,33.547,0.0,9.0
Mimikyu,Regieleki,33.519,2.0,29.0
Nihilego,Lugia,33.509,0.0,0.0
Bouffalant,Excadrill,33.506,,0.0
Cresselia,Groudon,33.496,0.0,23.0
Dhelmise,Indeedee Female,33.493,,18.0
Palkia,Regieleki,33.459,9.0,29.0
Cherrim,Regieleki,33.458,0.0,29.0
Gourgeist Super Size,Excadrill,33.428,,0.0
Tapu Lele,Whimsicott,33.412,2.0,17.0
Pheromosa,Calyrex Ice Rider,33.344,1.0,11.0
Dedenne,Hitmontop,33.337,,0.0
Ninjask,Milotic,33.329,,0.0
Zoroark,Chandelure,33.207,,0.0
Pheromosa,Tapu Lele,33.205,1.0,2.0
Centiskorch,Thundurus Incarnate Forme,33.187,0.0,21.0
Mudsdale,Slowking,33.184,0.0,0.0
Pincurchin,Clefable,33.153,0.0,0.0
Shiinotic,Grimmsnarl,33.108,,30.0
Ditto,Grimmsnarl,33.104,5.0,30.0
Salazzle,Togekiss,33.052,,1.0
Eternatus,Rillaboom,33.037,1.0,27.0
Ninjask,Primarina,33.028,,0.0
Emolga,Togekiss,33.013,,1.0
Hydreigon,Kyogre,32.987,0.0,35.0
Zygarde Complete Forme,Thundurus Incarnate Forme,32.982,1.0,21.0
Appletun,Kyogre,32.975,0.0,35.0
Drapion,Togekiss,32.963,,1.0
Liepard,Zacian Crowned Sword,32.945,0.0,65.0
Galarian Articuno,Kyogre,32.941,0.0,35.0
Bisharp,Rillaboom,32.908,0.0,27.0
Zoroark,Gyarados,32.903,,0.0
Ninjask,Accelgor,32.884,,0.0
Cinderace,Regieleki,32.88,1.0,29.0
Ninetales,Charizard,32.866,,19.0
Golduck,Hitmontop,32.849,,0.0
Weezing,Whimsicott,32.84,2.0,17.0
Urshifu Rapid Strike Style,Coalossal,32.791,2.0,1.0
Mamoswine,Incineroar,32.785,1.0,59.0
Exploud,Urshifu Single Strike Style,32.772,,4.0
Pheromosa,Yveltal,32.763,1.0,11.0
Jellicent,Calyrex Ice Rider,32.747,0.0,11.0
Clefairy,Incineroar,32.716,0.0,59.0
Hawlucha,Thundurus Incarnate Forme,32.682,0.0,21.0
Gardevoir,Incineroar,32.678,,59.0
Oranguru,Snorlax,32.655,0.0,0.0
Porygon-Z,Calyrex Ice Rider,32.647,0.0,11.0
Porygon-Z,Mimikyu,32.646,0.0,2.0
Oranguru,Araquanid,32.615,0.0,1.0
Latias,Groudon,32.569,0.0,23.0
Suicune,Thundurus Incarnate Forme,32.563,0.0,21.0
Torkoal,Incineroar,32.554,3.0,59.0
Latias,Venusaur,32.525,0.0,7.0
Tsareena,Calyrex Shadow Rider,32.507,0.0,22.0
Clefairy,Rillaboom,32.496,0.0,27.0
Corviknight,Cinderace,32.433,0.0,1.0
Umbreon,Charizard,32.414,1.0,19.0
Excadrill,Whimsicott,32.404,0.0,17.0
Talonflame,Rillaboom,32.389,0.0,27.0
Porygon-Z,Togekiss,32.369,0.0,1.0
Golduck,Snorlax,32.35,,0.0
Emolga,Excadrill,32.32,,0.0
Escavalier,Yveltal,32.32,0.0,11.0
Kingdra,Porygon2,32.271,3.0,9.0
Blacephalon,Regieleki,32.27,0.0,29.0
Perrserker,Porygon2,32.215,,9.0
Darmanitan Galarian Standard Mode,Groudon,32.215,0.0,23.0
Maractus,Tyranitar,32.212,,0.0
Mienshao,Araquanid,32.192,0.0,1.0
Tapu Bulu,Eternatus,32.175,0.0,1.0
Appletun,Gastrodon,32.173,0.0,20.0
Blastoise,Thundurus Incarnate Forme,32.156,7.0,21.0
Cradily,Dracovish,32.116,0.0,0.0
Dragonite,Indeedee Female,32.076,0.0,18.0
Sandaconda,Incineroar,32.065,,59.0
Salazzle,Cobalion,32.02,,0.0
Gallade,Chandelure,32.016,,0.0
Rayquaza,Urshifu Rapid Strike Style,31.994,1.0,2.0
Celesteela,Whimsicott,31.957,1.0,17.0
Cherrim,Incineroar,31.952,0.0,59.0
Volcarona,Regieleki,31.951,0.0,29.0
Copperajah,Indeedee Female,31.95,,18.0
Appletun,Incineroar,31.925,0.0,59.0
Conkeldurr,Solgaleo,31.92,0.0,4.0
Lycanroc Dusk Form,Incineroar,31.914,,59.0
Golduck,Ribombee,31.833,,
Araquanid,Calyrex Shadow Rider,31.833,1.0,22.0
Golduck,Crustle,31.832,,
Kartana,Amoonguss,31.812,7.0,18.0
Indeedee Male,Urshifu Rapid Strike Style,31.796,1.0,2.0
Pincurchin,Whimsicott,31.778,0.0,17.0
Decidueye,Primarina,31.748,,0.0
Lilligant,Dusclops,31.726,,4.0
Magneton,Volcarona,31.72,,0.0
Lycanroc Midday Form,Togekiss,31.716,,1.0
Regieleki,Calyrex Shadow Rider,31.704,29.0,22.0
Darmanitan Galarian Standard Mode,Grimmsnarl,31.699,0.0,30.0
White Kyurem,Regieleki,31.675,2.0,29.0
Ribombee,Indeedee Female,31.63,,18.0
Ferrothorn,Incineroar,31.626,5.0,59.0
Centiskorch,Zamazenta Crowned Shield,31.582,0.0,0.0
Abomasnow,Kyogre,31.543,0.0,35.0
Abomasnow,Beartic,31.523,0.0,
Sableye,Landorus Therian Forme,31.514,2.0,20.0
Chansey,Rillaboom,31.47,0.0,27.0
Zacian Crowned Sword,Kyogre,31.467,65.0,35.0
Poliwrath,Amoonguss,31.464,,18.0
Abomasnow,Raichu,31.455,0.0,3.0
Abomasnow,Talonflame,31.455,0.0,0.0
Rhyperior,Zacian Crowned Sword,31.429,0.0,65.0
Raichu,Yveltal,31.425,3.0,11.0
Snorlax,Kyogre,31.403,0.0,35.0
Shuckle,Palkia,31.375,0.0,9.0
Dragonite,Zacian Crowned Sword,31.361,0.0,65.0
Blaziken,Comfey,31.337,0.0,1.0
Amoonguss,Calyrex Ice Rider,31.334,18.0,11.0
Hawlucha,Xerneas,31.331,0.0,4.0
Pincurchin,White Kyurem,31.307,0.0,2.0
Crawdaunt,Corviknight,31.3,,0.0
Raichu,Amoonguss,31.299,3.0,18.0
Gallade,Heat Rotom,31.274,,1.0
Rillaboom,Calyrex Shadow Rider,31.258,27.0,22.0
Gallade,Urshifu Rapid Strike Style,31.253,,2.0
Rillaboom,Kyogre,31.216,27.0,35.0
Scrafty,Whimsicott,31.216,0.0,17.0
Zoroark,Snorlax,31.213,,0.0
Orbeetle,Dracozolt,31.189,,0.0
Darmanitan Galarian Standard Mode,Kyogre,31.186,0.0,35.0
Scrafty,Groudon,31.186,0.0,23.0
Starmie,Porygon-Z,31.162,,0.0
Zacian Crowned Sword,Grimmsnarl,31.148,65.0,30.0
Ditto,Rillaboom,31.14,5.0,27.0
Appletun,Thundurus Incarnate Forme,31.116,0.0,21.0
Alolan Ninetales,Calyrex Shadow Rider,31.106,0.0,22.0
Crawdaunt,Hatterene,31.067,,0.0
Decidueye,Indeedee Male,31.025,,1.0
Galarian Corsola,Torkoal,31.024,,3.0
Starmie,Indeedee Male,31.021,,1.0
Clawitzer,Alolan Marowak,31.007,,0.0
Seismitoad,Zapdos,30.989,1.0,8.0
Conkeldurr,Landorus Therian Forme,30.957,0.0,20.0
Terrakion,Rillaboom,30.956,0.0,27.0
Alolan Ninetales,Zacian Crowned Sword,30.92,0.0,65.0
Alolan Marowak,Yveltal,30.913,0.0,11.0
Gallade,Scolipede,30.845,,
Amoonguss,Kyogre,30.845,18.0,35.0
Butterfree,Kyogre,30.843,0.0,35.0
Rayquaza,Coalossal,30.836,1.0,1.0
Celesteela,Calyrex Shadow Rider,30.822,1.0,22.0
Darmanitan Galarian Standard Mode,Ferrothorn,30.785,0.0,5.0
Latias,Amoonguss,30.773,0.0,18.0
Dialga,Rillaboom,30.748,4.0,27.0
Metagross,Grimmsnarl,30.746,1.0,30.0
Grimmsnarl,Gastrodon,30.726,30.0,20.0
Crawdaunt,Galarian Slowbro,30.719,,
Hitmonlee,Comfey,30.709,,1.0
Poliwrath,Arcanine,30.699,,0.0
Entei,Kyogre,30.652,2.0,35.0
Tornadus Incarnate Forme,Incineroar,30.613,8.0,59.0
Sandaconda,Comfey,30.489,,1.0
Grimmsnarl,Rillaboom,30.482,30.0,27.0
Milotic,Glastrier,30.424,0.0,0.0
Duraludon,Calyrex Shadow Rider,30.422,0.0,22.0
Indeedee Female,Regieleki,30.412,18.0,29.0
Giratina Altered Forme,Talonflame,30.412,0.0,0.0
Eternatus,Grimmsnarl,30.4,1.0,30.0
Umbreon,Lunala,30.375,1.0,2.0
Starmie,Indeedee Female,30.362,,18.0
Scrafty,Mewtwo,30.334,0.0,0.0
Scrafty,Tapu Lele,30.329,0.0,2.0
Hippowdon,Incineroar,30.306,,59.0
Giratina Altered Forme,Incineroar,30.296,0.0,59.0
Drapion,Talonflame,30.269,,0.0
Ditto,Indeedee Female,30.206,5.0,18.0
Mandibuzz,Dusk Mane Necrozma,30.2,0.0,0.0
Toxtricity Low Key Form,Whimsicott,30.176,,17.0
Entei,Ferrothorn,30.174,2.0,5.0
Torkoal,Calyrex Ice Rider,30.138,3.0,11.0
Goodra,Cradily,30.103,0.0,0.0
Appletun,Zamazenta Crowned Shield,30.082,0.0,0.0
Alolan Marowak,Kyogre,30.067,0.0,35.0
Celesteela,Gastrodon,30.066,1.0,20.0
Xurkitree,Whimsicott,30.057,0.0,17.0
Alolan Exeggutor,Incineroar,30.03,0.0,59.0
Gothitelle,Kyogre,30.024,2.0,35.0
Cobalion,Landorus Therian Forme,30.022,0.0,20.0
Escavalier,Rillaboom,29.986,0.0,27.0
Appletun,Darmanitan Standard Mode,29.984,0.0,0.0
Goodra,Incineroar,29.962,0.0,59.0
Gyarados,Thundurus Incarnate Forme,29.93,0.0,21.0
Comfey,Kyogre,29.929,1.0,35.0
White Kyurem,Incineroar,29.881,2.0,59.0
Poliwrath,Indeedee Female,29.858,,18.0
Galarian Zapdos,Metagross,29.856,0.0,1.0
Heatran,Amoonguss,29.837,0.0,18.0
Zygarde Complete Forme,Grimmsnarl,29.822,1.0,30.0
Togekiss,Calyrex Shadow Rider,29.813,1.0,22.0
Tapu Fini,Porygon2,29.802,2.0,9.0
Araquanid,Zapdos,29.788,1.0,8.0
Zoroark,Togekiss,29.778,,1.0
Centiskorch,Mr. Rime,29.765,0.0,0.0
Heat Rotom,Grimmsnarl,29.702,1.0,30.0
Centiskorch,Zapdos,29.685,0.0,8.0
Poliwrath,Corviknight,29.671,,0.0
Talonflame,Urshifu Single Strike Style,29.654,0.0,4.0
Araquanid,Mienshao,29.633,1.0,0.0
Kingdra,Landorus Therian Forme,29.61,3.0,20.0
Solgaleo,Rillaboom,29.591,4.0,27.0
Toxtricity Low Key Form,Togekiss,29.582,,1.0
Stakataka,Rillaboom,29.514,0.0,27.0
Cherrim,Zacian Crowned Sword,29.513,0.0,65.0
Clawitzer,Hatterene,29.503,,0.0
Zygarde Complete Forme,Tapu Fini,29.493,1.0,2.0
Weezing,Thundurus Incarnate Forme,29.444,2.0,21.0
Gastrodon,Thundurus Incarnate Forme,29.417,20.0,21.0
Blaziken,Landorus Therian Forme,29.415,0.0,20.0
Excadrill,Tyranitar,29.393,0.0,0.0
Lycanroc Dusk Form,Dragapult,29.382,,1.0
Beartic,Togekiss,29.373,,1.0
Eiscue Ice Face,Sneasel,29.349,,0.0
Duraludon,Regieleki,29.326,0.0,29.0
Golduck,Cinderace,29.303,,1.0
Lycanroc Midday Form,Hippowdon,29.295,,
Sharpedo,Palossand,29.287,,0.0
Sharpedo,Accelgor,29.286,,0.0
Zekrom,Regieleki,29.285,0.0,29.0
Tentacruel,Incineroar,29.271,,59.0
Palkia,Zacian Crowned Sword,29.264,9.0,65.0
Galarian Slowbro,Gyarados,29.231,,0.0
Marowak,Comfey,29.231,,1.0
Crobat,Calyrex Shadow Rider,29.19,0.0,22.0
Heatran,Tornadus Incarnate Forme,29.131,0.0,8.0
Zacian Crowned Sword,Rillaboom,29.083,65.0,27.0
Lilligant,Togekiss,29.059,,1.0
Barraskewda,Calyrex Shadow Rider,29.039,1.0,22.0
Shuckle,Ho-oh,29.007,0.0,1.0
Volcarona,Kyogre,28.964,0.0,35.0
Lapras,Yveltal,28.964,1.0,11.0
Sandslash,Clefable,28.962,,0.0
Kyogre,Indeedee Female,28.961,35.0,18.0
Porygon2,Calyrex Ice Rider,28.951,9.0,11.0
Tentacruel,Togekiss,28.949,,1.0
Tapu Fini,Calyrex Ice Rider,28.936,2.0,11.0
Golduck,Duraludon,28.909,,0.0
Excadrill,Blastoise,28.9,0.0,7.0
Klefki,Eternatus,28.855,0.0,1.0
Froslass,Palkia,28.852,0.0,9.0
Polteageist,Incineroar,28.852,,59.0
Roserade,Incineroar,28.813,,59.0
Lapras,Amoonguss,28.807,1.0,18.0
Calyrex Shadow Rider,Whimsicott,28.769,22.0,17.0
Meowstic Male,Incineroar,28.737,0.0,59.0
Thundurus Incarnate Forme,Rillaboom,28.737,21.0,27.0
Tornadus Incarnate Forme,Landorus Therian Forme,28.733,8.0,20.0
Incineroar,Grimmsnarl,28.706,59.0,30.0
Gourgeist Small Size,Urshifu Single Strike Style,28.623,,4.0
Gyarados,Reshiram,28.612,0.0,1.0
Golduck,Indeedee Female,28.581,,18.0
Hitmonlee,Indeedee Male,28.575,,1.0
Polteageist,Gardevoir,28.568,,
Malamar,Terrakion,28.565,,0.0
Marowak,Cinderace,28.558,,1.0
Toxtricity Low Key Form,Dracovish,28.539,,0.0
Latias,White Kyurem,28.529,0.0,2.0
Togekiss,Grimmsnarl,28.513,1.0,30.0
Cursola,Politoed,28.511,,0.0
Cherrim,Grimmsnarl,28.457,0.0,30.0
Kingler,Indeedee Female,28.449,0.0,18.0
Marowak,Talonflame,28.445,,0.0
Braviary,Indeedee Female,28.404,,18.0
Beartic,Indeedee Female,28.38,,18.0
Shuckle,Azumarill,28.373,0.0,0.0
Conkeldurr,Rillaboom,28.369,0.0,27.0
Crobat,Kyogre,28.369,0.0,35.0
Dracovish,Kartana,28.366,0.0,7.0
Polteageist,Dracovish,28.35,,0.0
Tapu Fini,Thundurus Incarnate Forme,28.329,2.0,21.0
Galarian Zapdos,Tapu Fini,28.27,0.0,2.0
Starmie,Cinderace,28.219,,1.0
Kommo-o,Amoonguss,28.209,0.0,18.0
Butterfree,Whimsicott,28.2,0.0,17.0
Blaziken,Tornadus Incarnate Forme,28.181,0.0,8.0
Blaziken,Solgaleo,28.172,0.0,4.0
Ditto,Whimsicott,28.139,5.0,17.0
Orbeetle,Milotic,28.12,,0.0
Mamoswine,Rillaboom,28.115,1.0,27.0
Clefairy,Whimsicott,28.068,0.0,17.0
Slowking,Grimmsnarl,28.057,0.0,30.0
Klefki,Glastrier,27.999,0.0,0.0
Magnezone,Dragapult,27.983,,1.0
Decidueye,Tyranitar,27.979,,0.0
Hippowdon,Heat Rotom,27.962,,1.0
Arcanine,Rillaboom,27.962,0.0,27.0
Polteageist,Duraludon,27.951,,0.0
Indeedee Male,Kyogre,27.95,1.0,35.0
Blastoise,Grimmsnarl,27.933,7.0,30.0
Virizion,Indeedee Female,27.907,,18.0
Roserade,Durant,27.891,,0.0
Kommo-o,Xerneas,27.876,0.0,4.0
Reshiram,Incineroar,27.85,1.0,59.0
Inteleon,Regieleki,27.838,0.0,29.0
Incineroar,Rillaboom,27.822,59.0,27.0
Morpeko Full Belly Mode,Milotic,27.818,,0.0
Sirfetch'd,Corviknight,27.805,,0.0
Sableye,Thundurus Incarnate Forme,27.787,2.0,21.0
Black Kyurem,Yveltal,27.779,0.0,11.0
Ho-oh,Zacian Crowned Sword,27.773,1.0,65.0
Maractus,Cinderace,27.746,,1.0
Vaporeon,Cinderace,27.69,,1.0
Marowak,Blastoise,27.652,,7.0
Lickilicky,Mimikyu,27.648,,2.0
Mr. Mime,Liepard,27.646,,0.0
Indeedee Female,Calyrex Shadow Rider,27.633,18.0,22.0
Regieleki,Kyogre,27.632,29.0,35.0
Mamoswine,Thundurus Incarnate Forme,27.615,1.0,21.0
Scyther,Gyarados,27.555,,0.0
Leafeon,Gastrodon,27.546,0.0,20.0
Lycanroc Midday Form,Incineroar,27.546,,59.0
Incineroar,Groudon,27.542,59.0,23.0
Blacephalon,Coalossal,27.514,0.0,1.0
Hawlucha,Indeedee Female,27.496,0.0,18.0
Galarian Zapdos,Zamazenta Crowned Shield,27.473,0.0,0.0
Alolan Ninetales,Groudon,27.46,0.0,23.0
Slowking,Kyogre,27.456,0.0,35.0
Goodra,Palkia,27.445,0.0,9.0
Roserade,Chandelure,27.431,,0.0
Lugia,Rillaboom,27.416,0.0,27.0
Noivern,Galarian Weezing,27.392,,0.0
Jolteon,Politoed,27.381,,0.0
Cobalion,Kingler,27.368,0.0,0.0
Passimian,Togekiss,27.354,,1.0
Pheromosa,Incineroar,27.288,1.0,59.0
Mandibuzz,Grimmsnarl,27.275,0.0,30.0
Thundurus Incarnate Forme,Gastrodon,27.273,21.0,20.0
Magnezone,Urshifu Rapid Strike Style,27.262,,2.0
Mewtwo,Indeedee Female,27.253,0.0,18.0
Salazzle,Tsareena,27.222,,0.0
Cresselia,Charizard,27.162,0.0,19.0
Decidueye,Togekiss,27.157,,1.0
