pokemon,category,name,usage_percent
Kingler,ability,Sheer Force,0.01
Kingler,item,Wacan Berry,35.456
Kingler,item,Assault Vest,22.583
Kingler,item,Life Orb,20.541
Kingler,move,Crabhammer,88.5
Kingler,move,Wide Guard,61.137
Kingler,move,Ally Switch,59.192
Kingler,move,High Horsepower,42.267
Klefki,ability,Prankster,100.0
Klefki,ability,Magician,0.0
Klefki,item,Light Clay,71.158
Klefki,item,Safety Goggles,14.903
Klefki,item,Leftovers,6.833
Klefki,move,Thunder Wave,92.238
Klefki,move,Reflect,78.803
Klefki,move,Light Screen,78.689
Klefki,move,Sunny Day,39.137
Klinklang,ability,Clear Body,99.769
Klinklang,ability,Minus,0.226
Klinklang,item,Focus Sash,75.959
Klinklang,item,Weakness Policy,23.889
Klinklang,item,Other,0.151
Klinklang,move,Gear Grind,99.916
Klinklang,move,Wild Charge,99.837
Klinklang,move,Shift Gear,99.543
Klinklang,move,Trick Room,76.27
Kommo-o,ability,Overcoat,52.187
Kommo-o,ability,Soundproof,47.81
Kommo-o,item,Sitrus Berry,45.309
Kommo-o,item,Throat Spray,40.391
Kommo-o,item,Assault Vest,10.972
Kommo-o,move,Protect,87.442
Kommo-o,move,Clanging Scales,52.485
Kommo-o,move,Body Press,45.465
Kommo-o,move,Iron Defense,45.465
Krookodile,ability,Anger Point,45.194
Krookodile,ability,Intimidate,35.456
Krookodile,item,Adrenaline Orb,41.681
Krookodile,item,Choice Scarf,33.589
Krookodile,item,Weakness Policy,12.225
Krookodile,move,Earthquake,64.961
Krookodile,move,Protect,55.764
Krookodile,move,Rock Slide,54.858
Krookodile,move,Power Trip,43.976
Kyogre,ability,Drizzle,100.0
Kyogre,item,Mystic Water,34.414
Kyogre,item,Life Orb,20.986
Kyogre,item,Choice Scarf,14.993
Kyogre,move,Water Spout,93.603
Kyogre,move,Origin Pulse,77.789
Kyogre,move,Ice Beam,77.355
Kyogre,move,Protect,67.612
Landorus Incarnate Forme,ability,Sheer Force,98.745
Landorus Incarnate Forme,ability,Sand Force,1.255
Landorus Incarnate Forme,item,Expert Belt,61.022
Landorus Incarnate Forme,item,Life Orb,30.205
Landorus Incarnate Forme,item,Choice Scarf,5.178
Landorus Incarnate Forme,move,Earth Power,99.472
Landorus Incarnate Forme,move,Fly,79.577
Landorus Incarnate Forme,move,Stone Edge,64.116
Landorus Incarnate Forme,move,Substitute,50.252
Landorus Therian Forme,ability,Intimidate,100.0
Landorus Therian Forme,item,White Herb,42.077
Landorus Therian Forme,item,Life Orb,20.89
Landorus Therian Forme,item,Assault Vest,13.064
Landorus Therian Forme,move,Earthquake,93.103
Landorus Therian Forme,move,Fly,90.761
Landorus Therian Forme,move,Rock Slide,85.296
Landorus Therian Forme,move,Protect,38.395
Lapras,ability,Water Absorb,89.324
Lapras,ability,Shell Armor,8.678
Lapras,item,Light Clay,60.456
Lapras,item,Life Orb,19.71
Lapras,item,Weakness Policy,14.445
Lapras,move,Hydro Pump,93.473
Lapras,move,Freeze Dry,89.979
Lapras,move,Protect,75.603
Lapras,move,Helping Hand,50.981
Latias,ability,Levitate,100.0
Latias,item,Focus Sash,37.826
Latias,item,Safety Goggles,22.223
Latias,item,Sitrus Berry,13.337
Latias,move,Tailwind,77.583
Latias,move,Surf,59.229
Latias,move,Helping Hand,47.122
Latias,move,Heal Pulse,41.47
Leafeon,ability,Chlorophyll,99.788
Leafeon,ability,Leaf Guard,0.212
Leafeon,item,Life Orb,45.181
Leafeon,item,Choice Band,25.362
Leafeon,item,Assault Vest,25.215
Leafeon,move,Dig,73.021
Leafeon,move,X Scissor,69.857
Leafeon,move,Leaf Blade,51.141
Leafeon,move,Solar Blade,50.024
Lickilicky,ability,Cloud Nine,69.135
Lickilicky,ability,Own Tempo,30.243
Lickilicky,item,Assault Vest,39.115
Lickilicky,item,Weakness Policy,16.817
Lickilicky,item,Sitrus Berry,12.852
Lickilicky,move,Knock Off,74.209
Lickilicky,move,Steel Roller,45.104
Lickilicky,move,Icy Wind,34.512
Lickilicky,move,Hammer Arm,27.92
Liepard,ability,Prankster,99.998
Liepard,ability,Limber,0.001
Liepard,item,Focus Sash,97.584
Liepard,item,Other,2.416
Liepard,move,Copycat,94.071
Liepard,move,Fake Out,93.209
Liepard,move,Fake Tears,55.942
Liepard,move,Foul Play,53.759
Lilligant,ability,Chlorophyll,99.545
Lilligant,ability,Own Tempo,0.453
Lilligant,item,Wide Lens,46.914
Lilligant,item,Focus Sash,26.615
Lilligant,item,Figy Berry,16.976
Lilligant,move,After You,94.234
Lilligant,move,Sleep Powder,93.858
Lilligant,move,Leaf Storm,46.244
Lilligant,move,Protect,36.674
Lopunny,ability,Klutz,47.612
Lopunny,ability,Cute Charm,27.258
Lopunny,item,Assault Vest,48.075
Lopunny,item,Toxic Orb,24.857
Lopunny,item,Leftovers,6.876
Lopunny,move,Fake Out,68.36
Lopunny,move,Helping Hand,51.443
Lopunny,move,Switcheroo,51.275
Lopunny,move,Thunder Wave,49.45
Lucario,ability,Inner Focus,83.157
Lucario,ability,Justified,16.457
Lucario,item,Choice Scarf,73.236
Lucario,item,Life Orb,6.975
Lucario,item,Shuca Berry,6.681
Lucario,move,Aura Sphere,77.572
Lucario,move,Steel Beam,75.212
Lucario,move,Rock Tomb,73.229
Lucario,move,Bulldoze,73.229
Ludicolo,ability,Swift Swim,92.872
Ludicolo,ability,Rain Dish,7.128
Ludicolo,item,Life Orb,54.956
Ludicolo,item,Assault Vest,19.927
Ludicolo,item,Absorb Bulb,6.428
Ludicolo,move,Fake Out,61.956
Ludicolo,move,Protect,54.366
Ludicolo,move,Leaf Storm,41.766
Ludicolo,move,Ice Beam,34.866
Lugia,ability,Multiscale,99.9
Lugia,ability,Pressure,0.1
Lugia,item,Weakness Policy,89.577
Lugia,item,Life Orb,5.941
Lugia,item,Other,4.482
Lugia,move,Aeroblast,96.945
Lugia,move,Earth Power,95.189
Lugia,move,Recover,81.559
Lugia,move,Calm Mind,64.5
Lunala,ability,Shadow Shield,100.0
Lunala,item,Power Herb,94.005
Lunala,item,Other,4.802
Lunala,item,Life Orb,1.193
Lunala,move,Moongeist Beam,99.996
Lunala,move,Meteor Beam,94.444
Lunala,move,Trick Room,81.709
Lunala,move,Protect,58.956
Lurantis,ability,Contrary,99.998
Lurantis,ability,Leaf Guard,0.002
Lurantis,item,Sitrus Berry,82.803
Lurantis,item,Assault Vest,7.919
Lurantis,item,Aguav Berry,3.377
Lurantis,move,Superpower,99.995
Lurantis,move,Protect,88.577
Lurantis,move,Leaf Blade,76.994
Lurantis,move,Synthesis,68.249
Luxray,ability,Guts,86.43
Luxray,ability,Intimidate,13.57
Luxray,item,Flame Orb,86.43
Luxray,item,Iapapa Berry,10.721
Luxray,item,Other,2.849
Luxray,move,Wild Charge,98.432
Luxray,move,Protect,85.223
Luxray,move,Throat Chop,84.021
Luxray,move,Rain Dance,76.317
Lycanroc Dusk Form,ability,Tough Claws,100.0
Lycanroc Dusk Form,item,Focus Sash,60.968
Lycanroc Dusk Form,item,Life Orb,22.884
Lycanroc Dusk Form,item,Expert Belt,8.117
Lycanroc Dusk Form,move,Close Combat,89.49
Lycanroc Dusk Form,move,Accelerock,87.034
Lycanroc Dusk Form,move,Protect,72.383
Lycanroc Dusk Form,move,Rock Slide,54.998
Lycanroc Midday Form,ability,Sand Rush,97.601
Lycanroc Midday Form,ability,Steadfast,1.991
Lycanroc Midday Form,item,Focus Sash,35.039
Lycanroc Midday Form,item,Choice Band,27.49
Lycanroc Midday Form,item,Weakness Policy,22.291
Lycanroc Midday Form,move,Rock Slide,98.209
Lycanroc Midday Form,move,Close Combat,46.49
Lycanroc Midday Form,move,Play Rough,39.747
Lycanroc Midday Form,move,Protect,35.81
Lycanroc Midnight Form,ability,No Guard,79.701
Lycanroc Midnight Form,ability,Vital Spirit,20.287
Lycanroc Midnight Form,item,Razor Claw,48.287
Lycanroc Midnight Form,item,Life Orb,12.256
Lycanroc Midnight Form,item,Expert Belt,9.895
Lycanroc Midnight Form,move,Stone Edge,82.05
Lycanroc Midnight Form,move,Iron Tail,72.916
Lycanroc Midnight Form,move,Play Rough,56.621
Lycanroc Midnight Form,move,Protect,54.432
Machamp,ability,No Guard,94.555
Machamp,ability,Steadfast,4.02
Machamp,item,Lum Berry,79.752
Machamp,item,Focus Sash,8.929
Machamp,item,Other,3.512
Machamp,move,Wide Guard,94.075
Machamp,move,Dynamic Punch,90.146
Machamp,move,Stone Edge,85.961
Machamp,move,Protect,73.416
Magneton,ability,Analytic,69.106
Magneton,ability,Magnet Pull,20.648
Magneton,item,Eviolite,99.505
Magneton,item,Other,0.495
Magneton,move,Flash Cannon,91.962
Magneton,move,Protect,78.948
Magneton,move,Thunderbolt,54.47
Magneton,move,Rising Voltage,36.896
Magnezone,ability,Sturdy,64.126
Magnezone,ability,Analytic,31.935
Magnezone,item,Weakness Policy,39.405
Magnezone,item,Expert Belt,11.225
Magnezone,item,Grassy Seed,9.428
Magnezone,move,Flash Cannon,96.756
Magnezone,move,Protect,83.96
Magnezone,move,Thunderbolt,83.416
Magnezone,move,Body Press,62.438
Malamar,ability,Contrary,99.952
Malamar,ability,Infiltrator,0.048
Malamar,item,Sitrus Berry,57.552
Malamar,item,Leftovers,12.32
Malamar,item,Roseli Berry,8.546
Malamar,move,Superpower,99.825
Malamar,move,Throat Chop,75.328
Malamar,move,Trick Room,68.45
Malamar,move,Protect,58.104
Mamoswine,ability,Oblivious,99.774
Mamoswine,ability,Thick Fat,0.225
Mamoswine,item,Life Orb,46.877
Mamoswine,item,Babiri Berry,46.572
Mamoswine,item,Focus Sash,3.998
Mamoswine,move,Protect,98.706
Mamoswine,move,High Horsepower,92.386
Mamoswine,move,Ice Shard,88.54
Mamoswine,move,Icicle Crash,78.325
Mandibuzz,ability,Overcoat,62.594
Mandibuzz,ability,Weak Armor,37.405
Mandibuzz,item,Weakness Policy,37.405
Mandibuzz,item,Wacan Berry,27.604
Mandibuzz,item,Psychic Seed,24.165
Mandibuzz,move,Foul Play,62.585
Mandibuzz,move,Tailwind,62.371
Mandibuzz,move,Taunt,62.001
Mandibuzz,move,Protect,37.799
Manectric,ability,Lightning Rod,98.309
Manectric,ability,Minus,1.691
Manectric,item,Air Balloon,88.335
Manectric,item,Choice Specs,4.64
Manectric,item,Damp Rock,4.26
Manectric,move,Flamethrower,95.415
Manectric,move,Thunder,86.412
Manectric,move,Snarl,81.685
Manectric,move,Substitute,78.517
Mantine,ability,Swift Swim,99.842
Mantine,ability,Water Absorb,0.158
Mantine,item,Focus Sash,82.951
Mantine,item,Wacan Berry,11.011
Mantine,item,Sitrus Berry,5.075
Mantine,move,Hurricane,99.147
Mantine,move,Wide Guard,94.773
Mantine,move,Hydro Pump,82.963
Mantine,move,Ice Beam,82.954
Maractus,ability,Storm Drain,85.498
Maractus,ability,Water Absorb,13.502
Maractus,item,Leftovers,34.71
Maractus,item,Expert Belt,25.798
Maractus,item,Focus Sash,14.423
Maractus,move,Weather Ball,84.609
Maractus,move,Spiky Shield,65.895
Maractus,move,Giga Drain,47.49
Maractus,move,Leaf Storm,39.806
Marowak,ability,Lightning Rod,96.593
Marowak,ability,Battle Armor,3.302
Marowak,item,Thick Club,100.0
Marowak,item,Other,0.0
Marowak,move,Rock Slide,84.337
Marowak,move,Bonemerang,59.007
Marowak,move,Detect,43.44
Marowak,move,Fire Punch,43.0
Meowstic Male,ability,Prankster,99.52
Meowstic Male,ability,Keen Eye,0.462
Meowstic Male,item,Eject Button,47.023
Meowstic Male,item,Light Clay,25.748
Meowstic Male,item,Full Incense,14.726
Meowstic Male,move,Light Screen,80.128
Meowstic Male,move,Reflect,74.018
Meowstic Male,move,Skill Swap,48.484
Meowstic Male,move,Psyshock,47.127
Metagross,ability,Clear Body,99.996
Metagross,ability,Light Metal,0.004
Metagross,item,Weakness Policy,62.375
Metagross,item,Assault Vest,27.254
Metagross,item,Life Orb,6.162
Metagross,move,Stomping Tantrum,79.646
Metagross,move,Iron Head,75.875
Metagross,move,Ice Punch,58.683
Metagross,move,Thunder Punch,44.466
Mewtwo,ability,Unnerve,74.627
Mewtwo,ability,Pressure,25.373
Mewtwo,item,Assault Vest,31.391
Mewtwo,item,Weakness Policy,22.477
Mewtwo,item,Choice Scarf,16.311
Mewtwo,move,Psystrike,61.597
Mewtwo,move,Hurricane,53.419
Mewtwo,move,Flamethrower,44.143
Mewtwo,move,Shadow Ball,37.892
Mienshao,ability,Inner Focus,99.828
Mienshao,ability,Regenerator,0.109
Mienshao,item,Focus Sash,84.096
Mienshao,item,Black Belt,15.034
Mienshao,item,Other,0.869
Mienshao,move,Close Combat,99.302
Mienshao,move,Fake Out,98.84
Mienshao,move,Ally Switch,68.447
Mienshao,move,Wide Guard,48.488
Milotic,ability,Competitive,99.729
Milotic,ability,Marvel Scale,0.271
Milotic,item,Leftovers,62.33
Milotic,item,Weakness Policy,6.232
Milotic,item,Safety Goggles,6.02
Milotic,move,Muddy Water,65.185
Milotic,move,Coil,55.165
Milotic,move,Hypnosis,50.544
Milotic,move,Blizzard,44.307
Miltank,ability,Sap Sipper,88.596
Miltank,ability,Scrappy,8.06
Miltank,item,Assault Vest,68.91
Miltank,item,Leftovers,11.04
Miltank,item,Psychic Seed,5.635
Miltank,move,Steel Roller,84.409
Miltank,move,Body Press,70.578
Miltank,move,Play Rough,67.263
Miltank,move,Rock Slide,66.684
Mime Galarian Mr. Mime,ability,Vital Spirit,50.43
Mime Galarian Mr. Mime,ability,Screen Cleaner,49.553
Mime Galarian Mr. Mime,item,Focus Sash,50.418
Mime Galarian Mr. Mime,item,Eviolite,49.582
Mime Galarian Mr. Mime,item,Other,0.0
Mime Galarian Mr. Mime,move,Icy Wind,95.431
Mime Galarian Mr. Mime,move,Fake Out,94.73
Mime Galarian Mr. Mime,move,Skill Swap,52.608
Mime Galarian Mr. Mime,move,Hypnosis,51.111
Mime Jr.,ability,Soundproof,99.87
Mime Jr.,ability,Filter,0.13
Mime Jr.,item,Focus Sash,99.86
Mime Jr.,item,Other,0.14
Mime Jr.,move,Skill Swap,99.87
Mime Jr.,move,Protect,99.479
Mime Jr.,move,Taunt,96.89
Mime Jr.,move,Trick Room,91.199
Mimikyu,ability,Disguise,100.0
Mimikyu,item,Mental Herb,70.366
Mimikyu,item,Safety Goggles,11.942
Mimikyu,item,Babiri Berry,7.566
Mimikyu,move,Shadow Sneak,92.864
Mimikyu,move,Trick Room,90.227
Mimikyu,move,Will O Wisp,79.992
Mimikyu,move,Taunt,43.916
Moltres,ability,Flame Body,99.878
Moltres,ability,Pressure,0.122
Moltres,item,Life Orb,52.025
Moltres,item,Leftovers,28.452
Moltres,item,Rocky Helmet,9.633
Moltres,move,Hurricane,99.632
Moltres,move,Protect,70.513
Moltres,move,Heat Wave,51.684
Moltres,move,Weather Ball,51.643
Morpeko Full Belly Mode,ability,Hunger Switch,100.0
Morpeko Full Belly Mode,item,Focus Sash,90.979
Morpeko Full Belly Mode,item,Aguav Berry,3.87
Morpeko Full Belly Mode,item,Other,3.511
Morpeko Full Belly Mode,move,Aura Wheel,99.949
Morpeko Full Belly Mode,move,Parting Shot,94.834
Morpeko Full Belly Mode,move,Fake Out,90.552
Morpeko Full Belly Mode,move,Swagger,43.536
Mow Rotom,ability,Levitate,100.0
Mow Rotom,item,Occa Berry,40.403
Mow Rotom,item,Focus Sash,22.467
Mow Rotom,item,Sitrus Berry,18.87
Mow Rotom,move,Leaf Storm,99.954
Mow Rotom,move,Thunderbolt,82.7
Mow Rotom,move,Protect,54.646
Mow Rotom,move,Will O Wisp,43.491
Mr. Mime,ability,Soundproof,60.628
Mr. Mime,ability,Filter,36.799
Mr. Mime,item,Iron Ball,34.087
Mr. Mime,item,Babiri Berry,32.431
Mr. Mime,item,Power Anklet,25.023
Mr. Mime,move,Fake Out,92.115
Mr. Mime,move,Protect,59.983
Mr. Mime,move,Skill Swap,58.279
Mr. Mime,move,Helping Hand,35.364
Mr. Rime,ability,Screen Cleaner,98.763
Mr. Rime,ability,Ice Body,1.033
Mr. Rime,item,Focus Sash,98.728
Mr. Rime,item,Other,1.272
Mr. Rime,move,Fake Out,98.966
Mr. Rime,move,Trick Room,98.937
Mr. Rime,move,Helping Hand,98.721
Mr. Rime,move,Freeze Dry,98.571
Mudsdale,ability,Inner Focus,40.005
Mudsdale,ability,Own Tempo,36.643
Mudsdale,item,Assault Vest,43.262
Mudsdale,item,Iron Ball,38.922
Mudsdale,item,Weakness Policy,16.058
Mudsdale,move,High Horsepower,98.622
Mudsdale,move,Rock Slide,59.216
Mudsdale,move,Body Press,52.708
Mudsdale,move,Iron Head,49.988
Nihilego,ability,Beast Boost,100.0
Nihilego,item,Focus Sash,58.813
Nihilego,item,Power Herb,23.019
Nihilego,item,Adrenaline Orb,9.306
Nihilego,move,Sludge Bomb,87.91
Nihilego,move,Power Gem,87.349
Nihilego,move,Protect,79.896
Nihilego,move,Grass Knot,74.485
Ninetales,ability,Drought,99.868
Ninetales,ability,Flash Fire,0.132
Ninetales,item,Eject Pack,24.7
Ninetales,item,Choice Specs,18.971
Ninetales,item,Heat Rock,18.45
Ninetales,move,Heat Wave,79.378
Ninetales,move,Solar Beam,67.83
Ninetales,move,Protect,53.752
Ninetales,move,Overheat,48.736
Ninjask,ability,Speed Boost,98.908
Ninjask,ability,Infiltrator,1.092
Ninjask,item,Expert Belt,61.106
Ninjask,item,Focus Sash,33.582
Ninjask,item,Other,2.951
Ninjask,move,Leech Life,65.337
Ninjask,move,Baton Pass,62.772
Ninjask,move,Dual Wingbeat,62.12
Ninjask,move,Dig,61.564
Noctowl,ability,Tinted Lens,97.481
Noctowl,ability,Insomnia,2.519
Noctowl,item,Weakness Policy,56.892
Noctowl,item,Sharp Beak,25.683
Noctowl,item,Life Orb,7.174
Noctowl,move,Roost,91.575
Noctowl,move,Hurricane,90.912
Noctowl,move,Protect,87.569
Noctowl,move,Hyper Voice,65.412
Noivern,ability,Frisk,75.346
Noivern,ability,Infiltrator,16.234
Noivern,item,Focus Sash,51.788
Noivern,item,Lum Berry,23.306
Noivern,item,Life Orb,7.209
Noivern,move,Draco Meteor,91.591
Noivern,move,Tailwind,70.608
Noivern,move,Hurricane,42.069
Noivern,move,Air Slash,41.919
Obstagoon,ability,Defiant,92.337
Obstagoon,ability,Guts,7.593
Obstagoon,item,Focus Sash,64.875
Obstagoon,item,Adrenaline Orb,15.766
Obstagoon,item,Assault Vest,9.142
Obstagoon,move,Knock Off,97.547
Obstagoon,move,Taunt,44.258
Obstagoon,move,Icy Wind,44.255
Obstagoon,move,Surf,44.252
Oranguru,ability,Telepathy,47.056
Oranguru,ability,Inner Focus,34.194
Oranguru,item,Sitrus Berry,49.535
Oranguru,item,Mental Herb,11.378
Oranguru,item,Psychic Seed,10.516
Oranguru,move,Trick Room,94.086
Oranguru,move,Instruct,90.762
Oranguru,move,Ally Switch,77.416
Oranguru,move,Expanding Force,54.489
Orbeetle,ability,Frisk,89.856
Orbeetle,ability,Telepathy,8.055
Orbeetle,item,Weakness Policy,41.961
Orbeetle,item,Leftovers,23.147
Orbeetle,item,Sitrus Berry,12.684
Orbeetle,move,Trick Room,75.249
Orbeetle,move,Expanding Force,73.762
Orbeetle,move,Imprison,70.952
Orbeetle,move,Bug Buzz,69.579
Palkia,ability,Pressure,85.103
Palkia,ability,Telepathy,14.897
Palkia,item,Life Orb,46.74
Palkia,item,Lustrous Orb,28.547
Palkia,item,Safety Goggles,10.162
Palkia,move,Spacial Rend,95.295
Palkia,move,Hydro Pump,87.339
Palkia,move,Earth Power,72.407
Palkia,move,Trick Room,66.273
Palossand,ability,Water Compaction,100.0
Palossand,ability,Sand Veil,0.0
Palossand,item,Weakness Policy,83.017
Palossand,item,Leftovers,13.929
Palossand,item,Other,3.054
Palossand,move,Earth Power,98.134
Palossand,move,Shore Up,95.862
Palossand,move,Shadow Ball,79.464
Palossand,move,Energy Ball,48.861
Passimian,ability,Defiant,60.536
Passimian,ability,Receiver,39.464
Passimian,item,Assault Vest,40.401
Passimian,item,Weakness Policy,36.941
Passimian,item,Choice Scarf,6.15
Passimian,move,Close Combat,94.732
Passimian,move,Iron Head,77.228
Passimian,move,Earthquake,57.458
Passimian,move,Knock Off,40.541
Pelipper,ability,Drizzle,99.816
Pelipper,ability,Rain Dish,0.184
Pelipper,item,Focus Sash,72.006
Pelipper,item,Wacan Berry,16.779
Pelipper,item,Damp Rock,4.835
Pelipper,move,Hurricane,95.722
Pelipper,move,Scald,94.045
Pelipper,move,Protect,92.099
Pelipper,move,Tailwind,78.914
Perrserker,ability,Steely Spirit,71.525
Perrserker,ability,Tough Claws,28.448
Perrserker,item,Assault Vest,38.124
Perrserker,item,Choice Band,18.044
Perrserker,item,Life Orb,17.083
Perrserker,move,Iron Head,90.865
Perrserker,move,Fake Out,79.867
Perrserker,move,Close Combat,71.445
Perrserker,move,Play Rough,35.295
Pheromosa,ability,Beast Boost,100.0
Pheromosa,item,Focus Sash,80.996
Pheromosa,item,Choice Scarf,9.657
Pheromosa,item,Focus Band,4.329
Pheromosa,move,Close Combat,93.054
Pheromosa,move,Coaching,69.878
Pheromosa,move,Icy Wind,50.314
Pheromosa,move,Speed Swap,44.941
Pikachu,ability,Lightning Rod,98.783
Pikachu,ability,Static,1.217
Pikachu,item,Light Ball,99.945
Pikachu,item,Other,0.055
Pikachu,move,Fake Out,97.76
Pikachu,move,Surf,53.147
Pikachu,move,Volt Tackle,45.301
Pikachu,move,Thunderbolt,40.154
Pincurchin,ability,Electric Surge,98.667
Pincurchin,ability,Lightning Rod,1.333
Pincurchin,item,Life Orb,44.761
Pincurchin,item,Choice Specs,36.396
Pincurchin,item,Electric Seed,14.867
Pincurchin,move,Rising Voltage,84.385
Pincurchin,move,Sucker Punch,61.556
Pincurchin,move,Protect,59.938
Pincurchin,move,Scald,44.706
Politoed,ability,Drizzle,99.879
Politoed,ability,Water Absorb,0.121
Politoed,item,Sitrus Berry,75.745
Politoed,item,Wiki Berry,5.612
Politoed,item,Wacan Berry,5.044
Politoed,move,Scald,95.212
Politoed,move,Protect,91.495
Politoed,move,Helping Hand,83.949
Politoed,move,Icy Wind,83.058
Poliwrath,ability,Swift Swim,95.257
Poliwrath,ability,Water Absorb,4.742
Poliwrath,item,Sitrus Berry,69.668
Poliwrath,item,Weakness Policy,11.898
Poliwrath,item,Assault Vest,9.083
Poliwrath,move,Belly Drum,71.3
Poliwrath,move,Liquidation,58.636
Poliwrath,move,Protect,52.147
Poliwrath,move,Drain Punch,46.428
Polteageist,ability,Weak Armor,65.833
Polteageist,ability,Cursed Body,34.167
Polteageist,item,Weakness Policy,48.358
Polteageist,item,Rocky Helmet,24.847
Polteageist,item,Focus Sash,16.971
Polteageist,move,Shadow Ball,97.519
Polteageist,move,Giga Drain,78.716
Polteageist,move,Stored Power,63.631
Polteageist,move,Baton Pass,33.841
Porygon-Z,ability,Adaptability,99.959
Porygon-Z,ability,Analytic,0.028
Porygon-Z,item,Life Orb,52.519
Porygon-Z,item,Silk Scarf,33.092
Porygon-Z,item,Assault Vest,12.818
Porygon-Z,move,Hyper Beam,90.706
Porygon-Z,move,Tri Attack,53.847
Porygon-Z,move,Dark Pulse,45.551
Porygon-Z,move,Protect,45.254
Porygon2,ability,Download,50.905
Porygon2,ability,Trace,28.727
Porygon2,item,Eviolite,99.999
Porygon2,item,Other,0.001
Porygon2,move,Trick Room,89.721
Porygon2,move,Recover,67.506
Porygon2,move,Foul Play,44.718
Porygon2,move,Shadow Ball,37.299
Primarina,ability,Liquid Voice,89.378
Primarina,ability,Torrent,10.622
Primarina,item,Wacan Berry,58.272
Primarina,item,Throat Spray,13.511
Primarina,item,Choice Specs,9.405
Primarina,move,Moonblast,85.87
Primarina,move,Hyper Voice,78.479
Primarina,move,Water Pledge,67.558
Primarina,move,Life Dew,58.569
Qwilfish,ability,Intimidate,99.325
Qwilfish,ability,Swift Swim,0.669
Qwilfish,item,Assault Vest,94.662
Qwilfish,item,Focus Sash,3.498
Qwilfish,item,Other,1.84
Qwilfish,move,Aqua Jet,98.485
Qwilfish,move,Surf,94.75
Qwilfish,move,Icy Wind,94.663
Qwilfish,move,Acid Spray,94.512
Raichu,ability,Lightning Rod,99.067
Raichu,ability,Static,0.933
Raichu,item,Focus Sash,86.27
Raichu,item,Assault Vest,6.598
Raichu,item,Air Balloon,4.274
Raichu,move,Fake Out,98.544
Raichu,move,Nuzzle,84.644
Raichu,move,Helping Hand,70.022
Raichu,move,Electroweb,67.333
Raikou,ability,Inner Focus,97.995
Raikou,ability,Pressure,2.005
Raikou,item,Light Clay,44.364
Raikou,item,Air Balloon,29.454
Raikou,item,Choice Scarf,20.488
Raikou,move,Thunderbolt,55.702
Raikou,move,Bulldoze,53.102
Raikou,move,Reflect,47.943
Raikou,move,Light Screen,44.365
Rayquaza,ability,Air Lock,100.0
Rayquaza,item,Life Orb,44.555
Rayquaza,item,Lum Berry,28.418
Rayquaza,item,Assault Vest,11.609
Rayquaza,move,Draco Meteor,58.059
Rayquaza,move,Earth Power,55.012
Rayquaza,move,Protect,51.967
Rayquaza,move,Hurricane,46.563
Regidrago,item,Choice Specs,72.827
Regidrago,item,Dragon Fang,23.14
Regidrago,item,Other,4.034
Regidrago,move,Dragon Energy,99.997
Regidrago,move,Dragon Pulse,93.75
Regidrago,move,Draco Meteor,89.562
Regidrago,move,Hyper Beam,60.189
Regieleki,ability,Transistor,100.0
Regieleki,item,Life Orb,29.152
Regieleki,item,Focus Sash,28.769
Regieleki,item,Magnet,18.534
Regieleki,move,Electroweb,84.902
Regieleki,move,Protect,72.095
Regieleki,move,Thunderbolt,38.147
Regieleki,move,Bounce,36.589
Regigigas,ability,Slow Start,100.0
Regigigas,item,Life Orb,86.114
Regigigas,item,Lum Berry,11.639
Regigigas,item,Other,2.247
Regigigas,move,Giga Impact,99.433
Regigigas,move,High Horsepower,97.573
Regigigas,move,Ice Punch,74.543
Regigigas,move,Wide Guard,60.199
Registeel,ability,Clear Body,97.969
Registeel,ability,Light Metal,2.031
Registeel,item,Leftovers,96.182
Registeel,item,Other,3.818
Registeel,move,Protect,98.265
Registeel,move,Body Press,97.884
Registeel,move,Iron Defense,96.185
Registeel,move,Amnesia,84.199
Reshiram,ability,Turboblaze,100.0
Reshiram,item,Assault Vest,46.598
Reshiram,item,Life Orb,40.011
Reshiram,item,Safety Goggles,6.958
Reshiram,move,Draco Meteor,93.071
Reshiram,move,Earth Power,86.059
Reshiram,move,Blue Flare,74.391
Reshiram,move,Protect,50.583
Reuniclus,ability,Magic Guard,50.299
Reuniclus,ability,Overcoat,47.848
Reuniclus,item,Colbur Berry,42.579
Reuniclus,item,Life Orb,27.187
Reuniclus,item,Mental Herb,9.338
Reuniclus,move,Trick Room,94.054
Reuniclus,move,Expanding Force,81.611
Reuniclus,move,Focus Blast,58.935
Reuniclus,move,Recover,27.734
Rhyperior,ability,Solid Rock,58.073
Rhyperior,ability,Lightning Rod,41.908
Rhyperior,item,Weakness Policy,33.591
Rhyperior,item,Custap Berry,24.724
Rhyperior,item,Zoom Lens,14.64
Rhyperior,move,Earthquake,60.126
Rhyperior,move,Protect,58.95
Rhyperior,move,Rock Slide,52.657
Rhyperior,move,High Horsepower,38.663
Ribombee,ability,Shield Dust,54.465
Ribombee,ability,Sweet Veil,44.542
Ribombee,item,Focus Sash,89.934
Ribombee,item,Mental Herb,4.448
Ribombee,item,Other,4.015
Ribombee,move,Speed Swap,82.033
Ribombee,move,Pollen Puff,74.437
Ribombee,move,Moonblast,53.771
Ribombee,move,Helping Hand,46.642
Rillaboom,ability,Grassy Surge,99.847
Rillaboom,ability,Overgrow,0.153
Rillaboom,item,Assault Vest,41.249
