ID,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank,image_url,missing_base_stats,offensive_score,defensive_score,speed_tier,is_single_type,is_legendary,is_mythical,has_usage_data,is_permitted_vgc2022,stat_specialization,normalized_name
473,Mamoswine,Mamoswine,,4,Common,Ice,Ground,530.0,110.0,130.0,80.0,70.0,60.0,80.0,Permitted,16,1,64,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,False,130.0,250.0,mid,False,False,False,True,True,50.0,mamoswine
474,Porygon-Z,Porygon-Z,,4,Common,Normal,,535.0,85.0,80.0,70.0,135.0,75.0,90.0,Permitted,7,0,151,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,False,135.0,230.0,fast,True,False,False,True,True,55.0,porygon z
475,Gallade,Gallade,,4,Common,Psychic,Fighting,518.0,68.0,125.0,65.0,65.0,115.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,False,125.0,248.0,mid,False,False,False,False,True,46.400000000000006,gallade
475,Mega Gallade,Gallade,Mega,6,Common,Psychic,Fighting,618.0,68.0,165.0,95.0,65.0,115.0,110.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,False,165.0,278.0,fast,False,False,False,False,False,74.4,mega gallade
476,Probopass,Probopass,,4,Common,Rock,Steel,525.0,60.0,55.0,145.0,75.0,150.0,40.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,False,75.0,355.0,slow,False,False,False,False,False,75.0,probopass
477,Dusknoir,Dusknoir,,4,Common,Ghost,,525.0,45.0,100.0,135.0,65.0,135.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,False,100.0,315.0,slow,True,False,False,False,True,71.25,dusknoir
478,Froslass,Froslass,,4,Common,Ice,Ghost,480.0,70.0,80.0,70.0,80.0,70.0,110.0,Permitted,4,0,159,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,False,80.0,210.0,fast,False,False,False,True,True,36.0,froslass
479,Fan Rotom,Rotom,Fan,4,Common,Electric,Flying,520.0,50.0,65.0,107.0,105.0,107.0,86.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,False,105.0,264.0,mid,False,False,False,False,False,30.5,fan rotom
479,Frost Rotom,Rotom,Frost,4,Common,Electric,Ice,520.0,50.0,65.0,107.0,105.0,107.0,86.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,False,105.0,264.0,mid,False,False,False,False,False,30.5,frost rotom
479,Wash Rotom,Rotom,Wash,4,Common,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,,16,0,110,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,False,105.0,264.0,mid,False,False,False,True,False,30.5,wash rotom
479,Heat Rotom,Rotom,Heat,4,Common,Electric,Fire,520.0,50.0,65.0,107.0,105.0,107.0,86.0,,43,1,48,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,False,105.0,264.0,mid,False,False,False,True,False,30.5,heat rotom
479,Rotom,Rotom,,4,Common,Electric,Ghost,440.0,50.0,50.0,77.0,95.0,77.0,91.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,False,95.0,204.0,fast,False,False,False,False,True,26.0,rotom
479,Mow Rotom,Rotom,Mow,4,Common,Electric,Grass,520.0,50.0,65.0,107.0,105.0,107.0,86.0,,3,0,213,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,False,105.0,264.0,mid,False,False,False,True,False,30.5,mow rotom
480,Uxie,Uxie,,4,Legendary,Psychic,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,False,75.0,335.0,fast,True,True,False,False,True,50.0,uxie
481,Mesprit,Mesprit,,4,Legendary,Psychic,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,False,105.0,290.0,mid,True,True,False,False,True,25.0,mesprit
482,Azelf,Azelf,,4,Legendary,Psychic,,580.0,75.0,125.0,70.0,125.0,70.0,115.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,False,125.0,215.0,fast,True,True,False,False,True,42.5,azelf
483,Dialga,Dialga,,4,Legendary,Steel,Dragon,680.0,100.0,120.0,120.0,150.0,100.0,90.0,Restricted (players can include two Restricted Pokémon in their team),130,4,29,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,False,150.0,320.0,fast,False,True,False,True,True,44.0,dialga
483,Dialga Origin Forme,Dialga,Origin Forme,4,Legendary,Steel,Dragon,680.0,100.0,100.0,120.0,150.0,120.0,90.0,,,,,https://img.pokemondb.net/s.png,False,150.0,340.0,fast,False,True,False,False,False,44.0,dialga origin forme
484,Palkia Origin Forme,Palkia,Origin Forme,4,Legendary,Water,Dragon,680.0,90.0,100.0,100.0,150.0,120.0,120.0,,,,,https://img.pokemondb.net/s.png,False,150.0,310.0,elite,False,True,False,False,False,44.0,palkia origin forme
484,Palkia,Palkia,,4,Legendary,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,Restricted (players can include two Restricted Pokémon in their team),195,9,18,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,False,150.0,310.0,fast,False,True,False,True,True,44.0,palkia
485,Heatran,Heatran,,4,Legendary,Fire,Steel,600.0,91.0,90.0,106.0,130.0,106.0,77.0,Permitted,9,0,179,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,False,130.0,303.0,mid,False,True,False,True,True,36.0,heatran
486,Regigigas,Regigigas,,4,Legendary,Normal,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,,37,1,50,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,False,160.0,330.0,fast,True,True,False,True,False,58.0,regigigas
487,Giratina Origin Forme,Giratina,Origin Forme,4,Legendary,Ghost,Dragon,680.0,150.0,120.0,100.0,120.0,100.0,90.0,,16,0,123,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,False,120.0,350.0,fast,False,True,False,True,False,44.0,giratina origin forme
487,Giratina Altered Forme,Giratina,Altered Forme,4,Legendary,Ghost,Dragon,680.0,150.0,100.0,120.0,100.0,120.0,90.0,,9,0,190,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,False,100.0,390.0,fast,False,True,False,True,False,44.0,giratina altered forme
488,Cresselia,Cresselia,,4,Legendary,Psychic,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,Permitted,10,0,195,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,False,75.0,370.0,mid,True,True,False,True,True,36.0,cresselia
489,Phione,Phione,,4,Mythical,Water,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,False,80.0,240.0,mid,True,False,True,False,False,0,phione
490,Manaphy,Manaphy,,4,Mythical,Water,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,False,100.0,300.0,fast,True,False,True,False,False,0,manaphy
491,Darkrai,Darkrai,,4,Mythical,Dark,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,False,135.0,250.0,elite,True,False,True,False,False,42.0,darkrai
492,Shaymin Land Forme,Shaymin,Land Forme,4,Mythical,Grass,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,False,100.0,300.0,fast,True,False,True,False,False,0,shaymin land forme
492,Shaymin Sky Forme,Shaymin,Sky Forme,4,Mythical,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,False,120.0,250.0,elite,False,False,True,False,False,32.400000000000006,shaymin sky forme
493,Arceus,Arceus,,4,Mythical,Normal,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,False,120.0,360.0,elite,True,False,True,False,False,0,arceus
494,Victini,Victini,,5,Mythical,Psychic,Fire,600.0,100.0,100.0,100.0,100.0,100.0,100.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,False,100.0,300.0,fast,False,False,True,False,False,0,victini
495,Snivy,Snivy,,5,Common,Grass,,308.0,45.0,45.0,55.0,45.0,55.0,63.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,False,45.0,155.0,mid,True,False,False,False,False,14.0,snivy
496,Servine,Servine,,5,Common,Grass,,413.0,60.0,60.0,75.0,60.0,75.0,83.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,False,60.0,210.0,mid,True,False,False,False,False,17.0,servine
497,Serperior,Serperior,,5,Common,Grass,,528.0,75.0,75.0,95.0,75.0,95.0,113.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,False,75.0,265.0,fast,True,False,False,False,False,30.0,serperior
498,Tepig,Tepig,,5,Common,Fire,,308.0,65.0,63.0,45.0,45.0,45.0,45.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,False,63.0,155.0,slow,True,False,False,False,False,16.4,tepig
499,Pignite,Pignite,,5,Common,Fire,Fighting,418.0,90.0,93.0,55.0,70.0,55.0,55.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,False,93.0,200.0,mid,False,False,False,False,False,28.0,pignite
500,Emboar,Emboar,,5,Common,Fire,Fighting,528.0,110.0,123.0,65.0,100.0,65.0,65.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,False,123.0,240.0,mid,False,False,False,False,False,42.0,emboar
501,Oshawott,Oshawott,,5,Common,Water,,308.0,55.0,55.0,45.0,63.0,45.0,45.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,False,63.0,145.0,slow,True,False,False,False,False,14.0,oshawott
502,Dewott,Dewott,,5,Common,Water,,413.0,75.0,75.0,60.0,83.0,60.0,60.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,False,83.0,195.0,mid,True,False,False,False,False,17.0,dewott
503,Samurott,Samurott,,5,Common,Water,,528.0,95.0,100.0,85.0,108.0,70.0,70.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,False,108.0,250.0,mid,True,False,False,False,False,24.0,samurott
503,Hisuian Samurott,Samurott,Hisuian,5,Common,Water,Dark,528.0,90.0,108.0,80.0,100.0,65.0,85.0,,,,,https://img.pokemondb.net/s.png,False,108.0,235.0,mid,False,False,False,False,False,24.0,hisuian samurott
504,Patrat,Patrat,,5,Common,Normal,,255.0,45.0,55.0,39.0,35.0,39.0,42.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,False,55.0,123.0,slow,True,False,False,False,False,15.0,patrat
505,Watchog,Watchog,,5,Common,Normal,,420.0,60.0,85.0,69.0,60.0,69.0,77.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,False,85.0,198.0,mid,True,False,False,False,False,18.0,watchog
506,Lillipup,Lillipup,,5,Common,Normal,,275.0,45.0,60.0,45.0,25.0,45.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,False,60.0,135.0,mid,True,False,False,False,True,17.0,lillipup
507,Herdier,Herdier,,5,Common,Normal,,370.0,65.0,80.0,65.0,35.0,65.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,False,80.0,195.0,mid,True,False,False,False,True,22.0,herdier
508,Stoutland,Stoutland,,5,Common,Normal,,500.0,85.0,110.0,90.0,45.0,90.0,80.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,False,110.0,265.0,mid,True,False,False,False,True,32.0,stoutland
509,Purrloin,Purrloin,,5,Common,Dark,,281.0,41.0,50.0,37.0,50.0,37.0,66.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,False,50.0,115.0,mid,True,False,False,False,True,23.0,purrloin
510,Liepard,Liepard,,5,Common,Dark,,446.0,64.0,88.0,50.0,88.0,50.0,106.0,Permitted,16,0,82,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,False,88.0,164.0,fast,True,False,False,True,True,38.0,liepard
511,Pansage,Pansage,,5,Common,Grass,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,False,53.0,146.0,mid,True,False,False,False,False,13.600000000000001,pansage
512,Simisage,Simisage,,5,Common,Grass,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,False,98.0,201.0,fast,True,False,False,False,False,21.599999999999994,simisage
513,Pansear,Pansear,,5,Common,Fire,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,False,53.0,146.0,mid,True,False,False,False,False,13.600000000000001,pansear
514,Simisear,Simisear,,5,Common,Fire,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,False,98.0,201.0,fast,True,False,False,False,False,21.599999999999994,simisear
515,Panpour,Panpour,,5,Common,Water,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,False,53.0,146.0,mid,True,False,False,False,False,13.600000000000001,panpour
516,Simipour,Simipour,,5,Common,Water,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,False,98.0,201.0,fast,True,False,False,False,False,21.599999999999994,simipour
517,Munna,Munna,,5,Common,Psychic,,292.0,76.0,25.0,45.0,67.0,55.0,24.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,False,67.0,176.0,slow,True,False,False,False,True,32.8,munna
518,Musharna,Musharna,,5,Common,Psychic,,487.0,116.0,55.0,85.0,107.0,95.0,29.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,False,107.0,296.0,slow,True,False,False,False,True,41.8,musharna
519,Pidove,Pidove,,5,Common,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,False,55.0,130.0,slow,False,False,False,False,True,13.200000000000003,pidove
520,Tranquill,Tranquill,,5,Common,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,False,77.0,166.0,mid,False,False,False,False,True,20.799999999999997,tranquill
521,Unfezant,Unfezant,,5,Common,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,False,115.0,215.0,fast,False,False,False,False,True,40.400000000000006,unfezant
522,Blitzle,Blitzle,,5,Common,Electric,,295.0,45.0,60.0,32.0,50.0,32.0,76.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,False,60.0,109.0,mid,True,False,False,False,False,32.2,blitzle
523,Zebstrika,Zebstrika,,5,Common,Electric,,497.0,75.0,100.0,63.0,80.0,63.0,116.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,False,100.0,201.0,fast,True,False,False,False,False,39.8,zebstrika
524,Roggenrola,Roggenrola,,5,Common,Rock,,280.0,55.0,75.0,85.0,25.0,25.0,15.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,False,75.0,165.0,slow,True,False,False,False,True,46.0,roggenrola
525,Boldore,Boldore,,5,Common,Rock,,390.0,70.0,105.0,105.0,50.0,40.0,20.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,False,105.0,215.0,slow,True,False,False,False,True,60.0,boldore
526,Gigalith,Gigalith,,5,Common,Rock,,515.0,85.0,135.0,130.0,60.0,80.0,25.0,Permitted,4,0,160,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,False,135.0,295.0,slow,True,False,False,True,True,59.0,gigalith
527,Woobat,Woobat,,5,Common,Psychic,Flying,323.0,65.0,45.0,43.0,55.0,43.0,72.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,False,55.0,151.0,mid,False,False,False,False,True,21.799999999999997,woobat
528,Swoobat,Swoobat,,5,Common,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,Permitted,2,0,191,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,False,77.0,177.0,fast,False,False,False,True,True,51.8,swoobat
529,Drilbur,Drilbur,,5,Common,Ground,,328.0,60.0,85.0,40.0,30.0,45.0,68.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,False,85.0,145.0,mid,True,False,False,False,True,36.4,drilbur
530,Excadrill,Excadrill,,5,Common,Ground,Steel,508.0,110.0,135.0,60.0,50.0,65.0,88.0,Permitted,10,0,140,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,False,135.0,235.0,mid,False,False,False,True,True,60.400000000000006,excadrill
531,Mega Audino,Audino,Mega,6,Common,Normal,Fairy,545.0,103.0,60.0,126.0,80.0,126.0,50.0,Banned,,,,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,False,80.0,355.0,mid,False,False,False,False,False,52.75,mega audino
531,Audino,Audino,,5,Common,Normal,,445.0,103.0,60.0,86.0,60.0,86.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,False,60.0,275.0,mid,True,False,False,False,True,34.599999999999994,audino
532,Timburr,Timburr,,5,Common,Fighting,,305.0,75.0,80.0,55.0,25.0,35.0,35.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,False,80.0,165.0,slow,True,False,False,False,True,35.0,timburr
533,Gurdurr,Gurdurr,,5,Common,Fighting,,405.0,85.0,105.0,85.0,40.0,50.0,40.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,False,105.0,220.0,slow,True,False,False,False,True,45.0,gurdurr
534,Conkeldurr,Conkeldurr,,5,Common,Fighting,,505.0,105.0,140.0,95.0,55.0,65.0,45.0,Permitted,10,0,198,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,False,140.0,265.0,slow,True,False,False,True,True,67.0,conkeldurr
535,Tympole,Tympole,,5,Common,Water,,294.0,50.0,50.0,40.0,50.0,40.0,64.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,False,50.0,130.0,mid,True,False,False,False,True,18.0,tympole
536,Palpitoad,Palpitoad,,5,Common,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,False,65.0,185.0,mid,False,False,False,False,True,13.200000000000003,palpitoad
537,Seismitoad,Seismitoad,,5,Common,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,Permitted,59,1,46,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,False,95.0,255.0,mid,False,False,False,True,True,24.200000000000003,seismitoad
538,Throh,Throh,,5,Common,Fighting,,465.0,120.0,100.0,85.0,30.0,85.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,False,100.0,290.0,slow,True,False,False,False,True,51.0,throh
539,Sawk,Sawk,,5,Common,Fighting,,465.0,75.0,125.0,75.0,30.0,75.0,85.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,False,125.0,225.0,mid,True,False,False,False,True,57.0,sawk
540,Sewaddle,Sewaddle,,5,Common,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,False,53.0,175.0,slow,False,False,False,False,False,22.0,sewaddle
541,Swadloon,Swadloon,,5,Common,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,False,63.0,225.0,slow,False,False,False,False,False,32.0,swadloon
542,Leavanny,Leavanny,,5,Common,Bug,Grass,500.0,75.0,103.0,80.0,70.0,80.0,92.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,False,103.0,235.0,fast,False,False,False,False,False,23.599999999999994,leavanny
543,Venipede,Venipede,,5,Common,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,False,45.0,128.0,mid,False,False,False,False,True,18.799999999999997,venipede
544,Whirlipede,Whirlipede,,5,Common,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,False,55.0,218.0,slow,False,False,False,False,True,46.8,whirlipede
545,Scolipede,Scolipede,,5,Common,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,False,100.0,218.0,fast,False,False,False,False,True,37.400000000000006,scolipede
546,Cottonee,Cottonee,,5,Common,Grass,Fairy,280.0,40.0,27.0,60.0,37.0,50.0,66.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,False,37.0,150.0,mid,False,False,False,False,True,23.200000000000003,cottonee
547,Whimsicott,Whimsicott,,5,Common,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,Permitted,425,17,15,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,False,77.0,220.0,fast,False,False,False,True,True,43.2,whimsicott
548,Petilil,Petilil,,5,Common,Grass,,280.0,45.0,35.0,50.0,70.0,50.0,30.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,False,70.0,145.0,slow,True,False,False,False,True,28.0,petilil
549,Hisuian Lilligant,Lilligant,Hisuian,5,Common,Grass,Fighting,480.0,70.0,105.0,75.0,50.0,75.0,105.0,,,,,https://img.pokemondb.net/s.png,False,105.0,220.0,fast,False,False,False,False,False,37.5,hisuian lilligant
549,Lilligant,Lilligant,,5,Common,Grass,,480.0,70.0,60.0,75.0,110.0,75.0,90.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,False,110.0,220.0,fast,True,False,False,False,True,36.0,lilligant
550,Basculin White-Striped Form,Basculin,White-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,,,,,https://img.pokemondb.net/s.png,False,92.0,190.0,fast,True,False,False,False,False,25.599999999999994,basculin white striped form
550,Basculin Blue-Striped Form,Basculin,Blue-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,False,92.0,190.0,fast,True,False,False,False,False,25.599999999999994,basculin blue striped form
550,Basculin Red-Striped Form,Basculin,Red-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,False,92.0,190.0,fast,True,False,False,False,False,25.599999999999994,basculin red striped form
551,Sandile,Sandile,,5,Common,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,False,72.0,120.0,mid,False,False,False,False,True,28.0,sandile
552,Krokorok,Krokorok,,5,Common,Ground,Dark,351.0,60.0,82.0,45.0,45.0,45.0,74.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,False,82.0,150.0,mid,False,False,False,False,True,28.200000000000003,krokorok
553,Krookodile,Krookodile,,5,Common,Ground,Dark,519.0,95.0,117.0,80.0,65.0,70.0,92.0,Permitted,11,0,138,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,False,117.0,245.0,fast,False,False,False,True,True,36.599999999999994,krookodile
554,Galarian Darumaka,Darumaka,Galarian,8,Common,Ice,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,False,90.0,160.0,mid,True,False,False,False,True,45.0,galarian darumaka
554,Darumaka,Darumaka,,5,Common,Fire,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,False,90.0,160.0,mid,True,False,False,False,False,45.0,darumaka
555,Darmanitan Standard Mode,Darmanitan,Standard Mode,5,Common,Fire,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,3,0,168,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,False,140.0,215.0,fast,True,False,False,True,False,72.0,darmanitan standard mode
555,Darmanitan Galarian Zen Mode,Darmanitan,Galarian Zen Mode,8,Common,Ice,Fire,540.0,105.0,160.0,55.0,30.0,55.0,135.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,False,160.0,215.0,elite,False,False,False,False,False,84.0,darmanitan galarian zen mode
555,Darmanitan Galarian Standard Mode,Darmanitan,Galarian Standard Mode,8,Common,Ice,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,15,0,90,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,False,140.0,215.0,fast,True,False,False,True,False,72.0,darmanitan galarian standard mode
555,Darmanitan Zen Mode,Darmanitan,Zen Mode,5,Common,Fire,Psychic,540.0,105.0,30.0,105.0,140.0,105.0,55.0,,,,,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,False,140.0,315.0,mid,False,False,False,False,False,60.0,darmanitan zen mode
556,Maractus,Maractus,,5,Common,Grass,,461.0,75.0,86.0,67.0,106.0,67.0,60.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,False,106.0,209.0,mid,True,False,False,False,True,35.0,maractus
557,Dwebble,Dwebble,,5,Common,Bug,Rock,325.0,50.0,65.0,85.0,35.0,35.0,55.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,False,65.0,170.0,mid,False,False,False,False,True,37.0,dwebble
558,Crustle,Crustle,,5,Common,Bug,Rock,485.0,70.0,105.0,125.0,65.0,75.0,45.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,False,105.0,270.0,slow,False,False,False,False,True,53.0,crustle
559,Scraggy,Scraggy,,5,Common,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,Permitted,,,,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,False,75.0,190.0,slow,False,False,False,False,True,20.4,scraggy
560,Scrafty,Scrafty,,5,Common,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,Permitted,6,0,171,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,False,90.0,295.0,mid,False,False,False,True,True,50.5,scrafty
